,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.03,8.0,Created,Job 8-7,,,
1,1.03,8.0,Put in Routing Class,Job 8-7,,1.0,
2,1.03,8.0,Routing Start,Job 8-7,,,"3.675,  machine 선택"
3,1.03,8.0,Routing Finish,Job 8-7,Machine 1,,
4,1.03,8.0,Work Start,Job 8-7,Machine 1,,
5,1.18,2.0,Created,Job 2-3,,,
6,1.18,2.0,Put in Routing Class,Job 2-3,,1.0,
7,1.18,2.0,Routing Start,Job 2-3,,,"3.675,  machine 선택"
8,1.18,2.0,Routing Finish,Job 2-3,Machine 0,,
9,1.18,2.0,Work Start,Job 2-3,Machine 0,,
10,1.32,0.0,Created,Job 0-15,,,
11,1.32,0.0,Put in Routing Class,Job 0-15,,1.0,
12,1.32,0.0,Routing Start,Job 0-15,,,"3.675,  machine 선택"
13,1.32,0.0,Routing Finish,Job 0-15,Machine 7,,
14,1.32,0.0,Work Start,Job 0-15,Machine 7,,
15,1.52,1.0,Created,Job 1-0,,,
16,1.52,1.0,Put in Routing Class,Job 1-0,,1.0,
17,1.52,1.0,Routing Start,Job 1-0,,,"3.675,  machine 선택"
18,1.52,1.0,Routing Finish,Job 1-0,Machine 5,,
19,1.52,1.0,Work Start,Job 1-0,Machine 5,,
20,1.62,4.0,Created,Job 4-6,,,
21,1.62,4.0,Put in Routing Class,Job 4-6,,1.0,
22,1.62,4.0,Routing Start,Job 4-6,,,"3.675,  machine 선택"
23,1.62,4.0,Routing Finish,Job 4-6,Machine 6,,
24,1.62,4.0,Work Start,Job 4-6,Machine 6,,
25,1.8,9.0,Created,Job 9-23,,,
26,1.8,9.0,Put in Routing Class,Job 9-23,,1.0,
27,1.8,9.0,Routing Start,Job 9-23,,,"3.675,  machine 선택"
28,1.8,9.0,Routing Finish,Job 9-23,Machine 2,,
29,1.8,9.0,Work Start,Job 9-23,Machine 2,,
30,2.03,8.0,Created,Job 8-8,,,
31,2.03,8.0,Put in Routing Class,Job 8-8,,1.0,
32,2.03,8.0,Routing Start,Job 8-8,,,"3.675,  machine 선택"
33,2.03,8.0,Routing Finish,Job 8-8,Machine 4,,
34,2.03,8.0,Work Start,Job 8-8,Machine 4,,
35,2.47,0.0,Created,Job 0-34,,,
36,2.47,0.0,Put in Routing Class,Job 0-34,,1.0,
37,2.47,0.0,Routing Start,Job 0-34,,,"3.675,  machine 선택"
38,2.47,0.0,Routing Finish,Job 0-34,Machine 3,,
39,2.47,0.0,Work Start,Job 0-34,Machine 3,,
40,2.63,5.0,Created,Job 5-14,,,
41,2.63,5.0,Put in Routing Class,Job 5-14,,1.0,
