,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.03,1.0,Created,Job 1-18,,,
1,1.03,1.0,Put in Routing Class,Job 1-18,,1.0,
2,1.03,1.0,Routing Start,Job 1-18,,,"3.675,  machine 선택"
3,1.03,1.0,Routing Finish,Job 1-18,Machine 7,,
4,1.03,1.0,Work Start,Job 1-18,Machine 7,,
5,1.03,8.0,Created,Job 8-24,,,
6,1.03,8.0,Put in Routing Class,Job 8-24,,1.0,
7,1.03,8.0,Routing Start,Job 8-24,,,"3.675,  machine 선택"
8,1.03,8.0,Routing Finish,Job 8-24,Machine 1,,
9,1.03,8.0,Work Start,Job 8-24,Machine 1,,
10,1.04,0.0,Created,Job 0-3,,,
11,1.04,0.0,Put in Routing Class,Job 0-3,,1.0,
12,1.04,0.0,Routing Start,Job 0-3,,,"3.675,  machine 선택"
13,1.04,0.0,Routing Finish,Job 0-3,Machine 2,,
14,1.04,0.0,Work Start,Job 0-3,Machine 2,,
15,1.71,2.0,Created,Job 2-1,,,
16,1.71,2.0,Put in Routing Class,Job 2-1,,1.0,
17,1.71,2.0,Routing Start,Job 2-1,,,"3.675,  machine 선택"
18,1.71,2.0,Routing Finish,Job 2-1,Machine 4,,
19,1.71,2.0,Work Start,Job 2-1,Machine 4,,
20,1.97,9.0,Created,Job 9-0,,,
21,1.97,9.0,Put in Routing Class,Job 9-0,,1.0,
22,1.97,9.0,Routing Start,Job 9-0,,,"3.675,  machine 선택"
23,1.97,9.0,Routing Finish,Job 9-0,Machine 3,,
24,1.97,9.0,Work Start,Job 9-0,Machine 3,,
25,2.32,3.0,Created,Job 3-6,,,
26,2.32,3.0,Put in Routing Class,Job 3-6,,1.0,
27,2.32,3.0,Routing Start,Job 3-6,,,"3.675,  machine 선택"
28,2.32,3.0,Routing Finish,Job 3-6,Machine 6,,
29,2.32,3.0,Work Start,Job 3-6,Machine 6,,
30,2.33,6.0,Created,Job 6-2,,,
31,2.33,6.0,Put in Routing Class,Job 6-2,,1.0,
32,2.33,6.0,Routing Start,Job 6-2,,,"3.675,  machine 선택"
33,2.33,6.0,Routing Finish,Job 6-2,Machine 5,,
34,2.33,6.0,Work Start,Job 6-2,Machine 5,,
35,2.34,4.0,Created,Job 4-7,,,
36,2.34,4.0,Put in Routing Class,Job 4-7,,1.0,
37,2.34,4.0,Routing Start,Job 4-7,,,"3.675,  machine 선택"
38,2.34,4.0,Routing Finish,Job 4-7,Machine 0,,
39,2.34,4.0,Work Start,Job 4-7,Machine 0,,
40,2.4,8.0,Created,Job 8-25,,,
41,2.4,8.0,Put in Routing Class,Job 8-25,,1.0,
42,2.5,7.0,Created,Job 7-4,,,
43,2.5,7.0,Put in Routing Class,Job 7-4,,2.0,
44,2.74,2.0,Created,Job 2-19,,,
45,2.74,2.0,Put in Routing Class,Job 2-19,,3.0,
46,2.83,1.0,Created,Job 1-31,,,
47,2.83,1.0,Put in Routing Class,Job 1-31,,4.0,
48,2.84,0.0,Created,Job 0-9,,,
49,2.84,0.0,Put in Routing Class,Job 0-9,,5.0,
50,2.9,5.0,Created,Job 5-22,,,
51,2.9,5.0,Put in Routing Class,Job 5-22,,6.0,
52,3.45,3.0,Created,Job 3-10,,,
53,3.45,3.0,Put in Routing Class,Job 3-10,,7.0,
54,3.59,7.0,Created,Job 7-20,,,
55,3.59,7.0,Put in Routing Class,Job 7-20,,8.0,
56,3.62,1.0,Work Finish,Job 1-18,Machine 7,,
57,3.62,1.0,Completed,Job 1-18,,,0
