,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.04,5.0,Created,Job 5-21,,,
1,1.04,5.0,Put in Routing Class,Job 5-21,,1.0,
2,1.04,5.0,Routing Start,Job 5-21,,,"3.675,  machine 선택"
3,1.04,5.0,Routing Finish,Job 5-21,Machine 3,,
4,1.04,5.0,Work Start,Job 5-21,Machine 3,,
5,1.26,7.0,Created,Job 7-6,,,
6,1.26,7.0,Put in Routing Class,Job 7-6,,1.0,
7,1.26,7.0,Routing Start,Job 7-6,,,"3.675,  machine 선택"
8,1.26,7.0,Routing Finish,Job 7-6,Machine 2,,
9,1.26,7.0,Work Start,Job 7-6,Machine 2,,
10,1.32,0.0,Created,Job 0-9,,,
11,1.32,0.0,Put in Routing Class,Job 0-9,,1.0,
12,1.32,0.0,Routing Start,Job 0-9,,,"3.675,  machine 선택"
13,1.32,0.0,Routing Finish,Job 0-9,Machine 1,,
14,1.32,0.0,Work Start,Job 0-9,Machine 1,,
15,1.52,9.0,Created,Job 9-4,,,
16,1.52,9.0,Put in Routing Class,Job 9-4,,1.0,
17,1.52,9.0,Routing Start,Job 9-4,,,"3.675,  machine 선택"
18,1.52,9.0,Routing Finish,Job 9-4,Machine 0,,
19,1.52,9.0,Work Start,Job 9-4,Machine 0,,
20,1.78,6.0,Created,Job 6-10,,,
21,1.78,6.0,Put in Routing Class,Job 6-10,,1.0,
22,1.78,6.0,Routing Start,Job 6-10,,,"3.675,  machine 선택"
23,1.78,6.0,Routing Finish,Job 6-10,Machine 5,,
24,1.78,6.0,Work Start,Job 6-10,Machine 5,,
25,1.81,1.0,Created,Job 1-0,,,
26,1.81,1.0,Put in Routing Class,Job 1-0,,1.0,
27,1.81,1.0,Routing Start,Job 1-0,,,"3.675,  machine 선택"
28,1.81,1.0,Routing Finish,Job 1-0,Machine 4,,
29,1.81,1.0,Work Start,Job 1-0,Machine 4,,
30,2.26,5.0,Created,Job 5-28,,,
31,2.26,5.0,Put in Routing Class,Job 5-28,,1.0,
32,2.26,5.0,Routing Start,Job 5-28,,,"3.675,  machine 선택"
33,2.26,5.0,Routing Finish,Job 5-28,Machine 7,,
34,2.26,5.0,Work Start,Job 5-28,Machine 7,,
35,2.32,7.0,Created,Job 7-13,,,
36,2.32,7.0,Put in Routing Class,Job 7-13,,1.0,
37,2.32,7.0,Routing Start,Job 7-13,,,"3.675,  machine 선택"
38,2.32,7.0,Routing Finish,Job 7-13,Machine 6,,
39,2.32,7.0,Work Start,Job 7-13,Machine 6,,
40,2.85,2.0,Created,Job 2-11,,,
41,2.85,2.0,Put in Routing Class,Job 2-11,,1.0,
42,2.93,1.0,Created,Job 1-17,,,
43,2.93,1.0,Put in Routing Class,Job 1-17,,2.0,
44,3.22,9.0,Created,Job 9-5,,,
45,3.22,9.0,Put in Routing Class,Job 9-5,,3.0,
46,3.44,7.0,Created,Job 7-22,,,
47,3.44,7.0,Put in Routing Class,Job 7-22,,4.0,
48,3.97,0.0,Created,Job 0-15,,,
