,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.01,6.0,Created,Job 6-2,,,
1,1.01,6.0,Put in Routing Class,Job 6-2,,1.0,
2,1.01,6.0,Routing Start,Job 6-2,,,"3.675,  machine 선택"
3,1.01,6.0,Routing Finish,Job 6-2,Machine 5,,
4,1.01,6.0,Work Start,Job 6-2,Machine 5,,
5,1.02,8.0,Created,Job 8-12,,,
6,1.02,8.0,Put in Routing Class,Job 8-12,,1.0,
7,1.02,8.0,Routing Start,Job 8-12,,,"3.675,  machine 선택"
8,1.02,8.0,Routing Finish,Job 8-12,Machine 6,,
9,1.02,8.0,Work Start,Job 8-12,Machine 6,,
10,1.31,4.0,Created,Job 4-6,,,
11,1.31,4.0,Put in Routing Class,Job 4-6,,1.0,
12,1.31,4.0,Routing Start,Job 4-6,,,"3.675,  machine 선택"
13,1.31,4.0,Routing Finish,Job 4-6,Machine 4,,
14,1.31,4.0,Work Start,Job 4-6,Machine 4,,
15,1.7,9.0,Created,Job 9-13,,,
16,1.7,9.0,Put in Routing Class,Job 9-13,,1.0,
17,1.7,9.0,Routing Start,Job 9-13,,,"3.675,  machine 선택"
18,1.7,9.0,Routing Finish,Job 9-13,Machine 2,,
19,1.7,9.0,Work Start,Job 9-13,Machine 2,,
20,1.84,5.0,Created,Job 5-0,,,
21,1.84,5.0,Put in Routing Class,Job 5-0,,1.0,
22,1.84,5.0,Routing Start,Job 5-0,,,"3.675,  machine 선택"
23,1.84,5.0,Routing Finish,Job 5-0,Machine 7,,
24,1.84,5.0,Work Start,Job 5-0,Machine 7,,
25,2.16,8.0,Created,Job 8-21,,,
26,2.16,8.0,Put in Routing Class,Job 8-21,,1.0,
27,2.16,8.0,Routing Start,Job 8-21,,,"3.675,  machine 선택"
28,2.16,8.0,Routing Finish,Job 8-21,Machine 3,,
29,2.16,8.0,Work Start,Job 8-21,Machine 3,,
30,2.2,6.0,Created,Job 6-4,,,
31,2.2,6.0,Put in Routing Class,Job 6-4,,1.0,
32,2.2,6.0,Routing Start,Job 6-4,,,"3.675,  machine 선택"
33,2.2,6.0,Routing Finish,Job 6-4,Machine 0,,
34,2.2,6.0,Work Start,Job 6-4,Machine 0,,
35,2.3,1.0,Created,Job 1-3,,,
36,2.3,1.0,Put in Routing Class,Job 1-3,,1.0,
37,2.3,1.0,Routing Start,Job 1-3,,,"3.675,  machine 선택"
38,2.3,1.0,Routing Finish,Job 1-3,Machine 1,,
39,2.3,1.0,Work Start,Job 1-3,Machine 1,,
40,2.4,0.0,Created,Job 0-10,,,
41,2.4,0.0,Put in Routing Class,Job 0-10,,1.0,
42,2.45,3.0,Created,Job 3-9,,,
43,2.45,3.0,Put in Routing Class,Job 3-9,,2.0,
44,3.0,4.0,Created,Job 4-14,,,
45,3.0,4.0,Put in Routing Class,Job 4-14,,3.0,
46,3.09,5.0,Created,Job 5-26,,,
47,3.09,5.0,Put in Routing Class,Job 5-26,,4.0,
48,3.33,8.0,Created,Job 8-34,,,
49,3.33,8.0,Put in Routing Class,Job 8-34,,5.0,
50,3.97,0.0,Created,Job 0-23,,,
51,3.97,0.0,Put in Routing Class,Job 0-23,,6.0,
52,4.06,9.0,Created,Job 9-19,,,
53,4.06,9.0,Put in Routing Class,Job 9-19,,7.0,
54,4.38,8.0,Created,Job 8-51,,,
55,4.38,8.0,Put in Routing Class,Job 8-51,,8.0,
56,4.4,1.0,Created,Job 1-5,,,
57,4.4,1.0,Put in Routing Class,Job 1-5,,9.0,
58,4.47,6.0,Created,Job 6-7,,,
59,4.47,6.0,Put in Routing Class,Job 6-7,,10.0,
60,4.67,4.0,Created,Job 4-30,,,
61,4.67,4.0,Put in Routing Class,Job 4-30,,11.0,
62,5.01,4.0,Work Finish,Job 4-6,Machine 4,,
63,5.01,4.0,Completed,Job 4-6,,,0
64,5.01,,Request Routing for Job,,Machine 4,11.0,
65,5.01,,Routing Start,,Machine 4,,3.675 Job 선택
66,5.01,4.0,Routing Finish,Job 4-14,Machine 4,,
67,5.01,4.0,Work Start,Job 4-14,Machine 4,,
68,5.15,7.0,Created,Job 7-15,,,
69,5.15,7.0,Put in Routing Class,Job 7-15,,11.0,
70,5.65,9.0,Created,Job 9-25,,,
71,5.65,9.0,Put in Routing Class,Job 9-25,,12.0,
72,5.8,5.0,Work Finish,Job 5-0,Machine 7,,
73,5.8,5.0,Completed,Job 5-0,,,0
74,5.8,,Request Routing for Job,,Machine 7,12.0,
75,5.8,,Routing Start,,Machine 7,,3.675 Job 선택
76,5.8,4.0,Routing Finish,Job 4-30,Machine 7,,
