,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.4,2.0,Created,Job 2-18,,,
1,1.4,2.0,Put in Routing Class,Job 2-18,,1.0,
2,1.4,2.0,Routing Start,Job 2-18,,,"3.675,  machine 선택"
3,1.4,2.0,Routing Finish,Job 2-18,Machine 3,,
4,1.4,2.0,Work Start,Job 2-18,Machine 3,,
5,1.97,0.0,Created,Job 0-0,,,
6,1.97,0.0,Put in Routing Class,Job 0-0,,1.0,
7,1.97,0.0,Routing Start,Job 0-0,,,"3.675,  machine 선택"
8,1.97,0.0,Routing Finish,Job 0-0,Machine 2,,
9,1.97,0.0,Work Start,Job 0-0,Machine 2,,
10,2.0,3.0,Created,Job 3-2,,,
11,2.0,3.0,Put in Routing Class,Job 3-2,,1.0,
12,2.0,3.0,Routing Start,Job 3-2,,,"3.675,  machine 선택"
13,2.0,3.0,Routing Finish,Job 3-2,Machine 6,,
14,2.0,3.0,Work Start,Job 3-2,Machine 6,,
15,2.96,2.0,Created,Job 2-23,,,
16,2.96,2.0,Put in Routing Class,Job 2-23,,1.0,
17,2.96,2.0,Routing Start,Job 2-23,,,"3.675,  machine 선택"
18,2.96,2.0,Routing Finish,Job 2-23,Machine 1,,
19,2.96,2.0,Work Start,Job 2-23,Machine 1,,
20,3.1,9.0,Created,Job 9-7,,,
21,3.1,9.0,Put in Routing Class,Job 9-7,,1.0,
22,3.1,9.0,Routing Start,Job 9-7,,,"3.675,  machine 선택"
23,3.1,9.0,Routing Finish,Job 9-7,Machine 5,,
24,3.1,9.0,Work Start,Job 9-7,Machine 5,,
25,3.2,8.0,Created,Job 8-10,,,
26,3.2,8.0,Put in Routing Class,Job 8-10,,1.0,
27,3.2,8.0,Routing Start,Job 8-10,,,"3.675,  machine 선택"
28,3.2,8.0,Routing Finish,Job 8-10,Machine 4,,
29,3.2,8.0,Work Start,Job 8-10,Machine 4,,
30,3.4,6.0,Created,Job 6-8,,,
