,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.18,9.0,Created,Job 9-7,,,
1,1.18,9.0,Put in Routing Class,Job 9-7,,1.0,
2,1.18,9.0,Routing Start,Job 9-7,,,"3.675,  machine 선택"
3,1.18,9.0,Routing Finish,Job 9-7,Machine 3,,
4,1.18,9.0,Work Start,Job 9-7,Machine 3,,
5,1.32,4.0,Created,Job 4-6,,,
6,1.32,4.0,Put in Routing Class,Job 4-6,,1.0,
7,1.32,4.0,Routing Start,Job 4-6,,,"3.675,  machine 선택"
8,1.32,4.0,Routing Finish,Job 4-6,Machine 4,,
9,1.32,4.0,Work Start,Job 4-6,Machine 4,,
10,1.39,6.0,Created,Job 6-4,,,
11,1.39,6.0,Put in Routing Class,Job 6-4,,1.0,
12,1.39,6.0,Routing Start,Job 6-4,,,"3.675,  machine 선택"
13,1.39,6.0,Routing Finish,Job 6-4,Machine 1,,
14,1.39,6.0,Work Start,Job 6-4,Machine 1,,
15,1.48,7.0,Created,Job 7-2,,,
16,1.48,7.0,Put in Routing Class,Job 7-2,,1.0,
17,1.48,7.0,Routing Start,Job 7-2,,,"3.675,  machine 선택"
18,1.48,7.0,Routing Finish,Job 7-2,Machine 5,,
19,1.48,7.0,Work Start,Job 7-2,Machine 5,,
20,1.52,3.0,Created,Job 3-15,,,
21,1.52,3.0,Put in Routing Class,Job 3-15,,1.0,
22,1.52,3.0,Routing Start,Job 3-15,,,"3.675,  machine 선택"
23,1.52,3.0,Routing Finish,Job 3-15,Machine 2,,
24,1.52,3.0,Work Start,Job 3-15,Machine 2,,
25,1.6,2.0,Created,Job 2-1,,,
26,1.6,2.0,Put in Routing Class,Job 2-1,,1.0,
27,1.6,2.0,Routing Start,Job 2-1,,,"3.675,  machine 선택"
28,1.6,2.0,Routing Finish,Job 2-1,Machine 0,,
29,1.6,2.0,Work Start,Job 2-1,Machine 0,,
30,1.63,0.0,Created,Job 0-0,,,
31,1.63,0.0,Put in Routing Class,Job 0-0,,1.0,
32,1.63,0.0,Routing Start,Job 0-0,,,"3.675,  machine 선택"
33,1.63,0.0,Routing Finish,Job 0-0,Machine 6,,
34,1.63,0.0,Work Start,Job 0-0,Machine 6,,
35,2.24,1.0,Created,Job 1-5,,,
36,2.24,1.0,Put in Routing Class,Job 1-5,,1.0,
37,2.24,1.0,Routing Start,Job 1-5,,,"3.675,  machine 선택"
38,2.24,1.0,Routing Finish,Job 1-5,Machine 7,,
39,2.24,1.0,Work Start,Job 1-5,Machine 7,,
40,2.41,9.0,Created,Job 9-21,,,
41,2.41,9.0,Put in Routing Class,Job 9-21,,1.0,
42,2.64,6.0,Created,Job 6-19,,,
43,2.64,6.0,Put in Routing Class,Job 6-19,,2.0,
44,2.83,5.0,Created,Job 5-10,,,
45,2.83,5.0,Put in Routing Class,Job 5-10,,3.0,
46,2.87,0.0,Created,Job 0-14,,,
47,2.87,0.0,Put in Routing Class,Job 0-14,,4.0,
48,3.01,8.0,Created,Job 8-13,,,
49,3.01,8.0,Put in Routing Class,Job 8-13,,5.0,
