,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.09,0.0,Created,Job 0-1,,,
1,1.09,0.0,Put in Routing Class,Job 0-1,,1.0,
2,1.09,0.0,Routing Start,Job 0-1,,,"3.675,  machine 선택"
3,1.09,0.0,Routing Finish,Job 0-1,Machine 5,,
4,1.09,0.0,Work Start,Job 0-1,Machine 5,,
5,1.1,1.0,Created,Job 1-11,,,
6,1.1,1.0,Put in Routing Class,Job 1-11,,1.0,
7,1.1,1.0,Routing Start,Job 1-11,,,"3.675,  machine 선택"
8,1.1,1.0,Routing Finish,Job 1-11,Machine 1,,
9,1.1,1.0,Work Start,Job 1-11,Machine 1,,
10,1.1,8.0,Created,Job 8-4,,,
11,1.1,8.0,Put in Routing Class,Job 8-4,,1.0,
12,1.1,8.0,Routing Start,Job 8-4,,,"3.675,  machine 선택"
13,1.1,8.0,Routing Finish,Job 8-4,Machine 0,,
14,1.1,8.0,Work Start,Job 8-4,Machine 0,,
15,1.33,7.0,Created,Job 7-9,,,
16,1.33,7.0,Put in Routing Class,Job 7-9,,1.0,
17,1.33,7.0,Routing Start,Job 7-9,,,"3.675,  machine 선택"
18,1.33,7.0,Routing Finish,Job 7-9,Machine 4,,
19,1.33,7.0,Work Start,Job 7-9,Machine 4,,
20,1.65,3.0,Created,Job 3-0,,,
21,1.65,3.0,Put in Routing Class,Job 3-0,,1.0,
22,1.65,3.0,Routing Start,Job 3-0,,,"3.675,  machine 선택"
23,1.65,3.0,Routing Finish,Job 3-0,Machine 7,,
24,1.65,3.0,Work Start,Job 3-0,Machine 7,,
25,1.68,2.0,Created,Job 2-17,,,
26,1.68,2.0,Put in Routing Class,Job 2-17,,1.0,
27,1.68,2.0,Routing Start,Job 2-17,,,"3.675,  machine 선택"
28,1.68,2.0,Routing Finish,Job 2-17,Machine 2,,
29,1.68,2.0,Work Start,Job 2-17,Machine 2,,
30,1.76,4.0,Created,Job 4-15,,,
31,1.76,4.0,Put in Routing Class,Job 4-15,,1.0,
32,1.76,4.0,Routing Start,Job 4-15,,,"3.675,  machine 선택"
33,1.76,4.0,Routing Finish,Job 4-15,Machine 6,,
34,1.76,4.0,Work Start,Job 4-15,Machine 6,,
35,2.09,6.0,Created,Job 6-13,,,
36,2.09,6.0,Put in Routing Class,Job 6-13,,1.0,
37,2.09,6.0,Routing Start,Job 6-13,,,"3.675,  machine 선택"
38,2.09,6.0,Routing Finish,Job 6-13,Machine 3,,
39,2.09,6.0,Work Start,Job 6-13,Machine 3,,
40,2.23,8.0,Created,Job 8-10,,,
41,2.23,8.0,Put in Routing Class,Job 8-10,,1.0,
42,2.24,5.0,Created,Job 5-7,,,
43,2.24,5.0,Put in Routing Class,Job 5-7,,2.0,
44,2.53,1.0,Created,Job 1-18,,,
45,2.53,1.0,Put in Routing Class,Job 1-18,,3.0,
46,2.6,7.0,Created,Job 7-35,,,
47,2.6,7.0,Put in Routing Class,Job 7-35,,4.0,
48,2.85,0.0,Created,Job 0-2,,,
49,2.85,0.0,Put in Routing Class,Job 0-2,,5.0,
50,3.02,4.0,Created,Job 4-16,,,
51,3.02,4.0,Put in Routing Class,Job 4-16,,6.0,
52,3.31,6.0,Created,Job 6-21,,,
53,3.31,6.0,Put in Routing Class,Job 6-21,,7.0,
54,3.46,8.0,Created,Job 8-30,,,
55,3.46,8.0,Put in Routing Class,Job 8-30,,8.0,
56,3.73,2.0,Created,Job 2-26,,,
57,3.73,2.0,Put in Routing Class,Job 2-26,,9.0,
58,3.75,1.0,Work Finish,Job 1-11,Machine 1,,
59,3.75,1.0,Completed,Job 1-11,,,0
60,3.75,,Request Routing for Job,,Machine 1,9.0,
61,3.75,,Routing Start,,Machine 1,,3.675 Job 선택
62,3.75,1.0,Routing Finish,Job 1-18,Machine 1,,
63,3.75,1.0,Work Start,Job 1-18,Machine 1,,
64,3.82,9.0,Created,Job 9-5,,,
65,3.82,9.0,Put in Routing Class,Job 9-5,,9.0,
66,4.16,4.0,Created,Job 4-24,,,
67,4.16,4.0,Put in Routing Class,Job 4-24,,10.0,
68,4.33,3.0,Created,Job 3-3,,,
69,4.33,3.0,Put in Routing Class,Job 3-3,,11.0,
70,4.39,5.0,Created,Job 5-12,,,
71,4.39,5.0,Put in Routing Class,Job 5-12,,12.0,
72,4.41,2.0,Work Finish,Job 2-17,Machine 2,,
73,4.41,2.0,Completed,Job 2-17,,,0
74,4.41,,Request Routing for Job,,Machine 2,12.0,
