,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.11,3.0,Created,Job 3-13,,,
1,1.11,3.0,Put in Routing Class,Job 3-13,,1.0,
2,1.11,3.0,Routing Start,Job 3-13,,,"3.675,  machine 선택"
3,1.11,3.0,Routing Finish,Job 3-13,Machine 3,,
4,1.11,3.0,Work Start,Job 3-13,Machine 3,,
5,1.33,6.0,Created,Job 6-1,,,
6,1.33,6.0,Put in Routing Class,Job 6-1,,1.0,
7,1.33,6.0,Routing Start,Job 6-1,,,"3.675,  machine 선택"
8,1.33,6.0,Routing Finish,Job 6-1,Machine 2,,
9,1.33,6.0,Work Start,Job 6-1,Machine 2,,
10,1.34,8.0,Created,Job 8-3,,,
11,1.34,8.0,Put in Routing Class,Job 8-3,,1.0,
12,1.34,8.0,Routing Start,Job 8-3,,,"3.675,  machine 선택"
13,1.34,8.0,Routing Finish,Job 8-3,Machine 5,,
14,1.34,8.0,Work Start,Job 8-3,Machine 5,,
15,1.35,7.0,Created,Job 7-8,,,
16,1.35,7.0,Put in Routing Class,Job 7-8,,1.0,
17,1.35,7.0,Routing Start,Job 7-8,,,"3.675,  machine 선택"
18,1.35,7.0,Routing Finish,Job 7-8,Machine 7,,
19,1.35,7.0,Work Start,Job 7-8,Machine 7,,
20,1.41,2.0,Created,Job 2-5,,,
21,1.41,2.0,Put in Routing Class,Job 2-5,,1.0,
22,1.41,2.0,Routing Start,Job 2-5,,,"3.675,  machine 선택"
23,1.41,2.0,Routing Finish,Job 2-5,Machine 1,,
24,1.41,2.0,Work Start,Job 2-5,Machine 1,,
25,1.82,1.0,Created,Job 1-10,,,
26,1.82,1.0,Put in Routing Class,Job 1-10,,1.0,
27,1.82,1.0,Routing Start,Job 1-10,,,"3.675,  machine 선택"
28,1.82,1.0,Routing Finish,Job 1-10,Machine 0,,
29,1.82,1.0,Work Start,Job 1-10,Machine 0,,
30,2.25,9.0,Created,Job 9-0,,,
31,2.25,9.0,Put in Routing Class,Job 9-0,,1.0,
32,2.25,9.0,Routing Start,Job 9-0,,,"3.675,  machine 선택"
33,2.25,9.0,Routing Finish,Job 9-0,Machine 6,,
34,2.25,9.0,Work Start,Job 9-0,Machine 6,,
35,2.76,4.0,Created,Job 4-18,,,
36,2.76,4.0,Put in Routing Class,Job 4-18,,1.0,
37,2.76,4.0,Routing Start,Job 4-18,,,"3.675,  machine 선택"
38,2.76,4.0,Routing Finish,Job 4-18,Machine 4,,
39,2.76,4.0,Work Start,Job 4-18,Machine 4,,
40,2.81,6.0,Created,Job 6-4,,,
41,2.81,6.0,Put in Routing Class,Job 6-4,,1.0,
42,3.09,3.0,Created,Job 3-19,,,
43,3.09,3.0,Put in Routing Class,Job 3-19,,2.0,
44,3.22,2.0,Created,Job 2-6,,,
45,3.22,2.0,Put in Routing Class,Job 2-6,,3.0,
46,3.32,9.0,Created,Job 9-23,,,
47,3.32,9.0,Put in Routing Class,Job 9-23,,4.0,
48,3.82,7.0,Created,Job 7-15,,,
49,3.82,7.0,Put in Routing Class,Job 7-15,,5.0,
50,3.95,1.0,Created,Job 1-31,,,
51,3.95,1.0,Put in Routing Class,Job 1-31,,6.0,
52,4.23,6.0,Created,Job 6-11,,,
53,4.23,6.0,Put in Routing Class,Job 6-11,,7.0,
54,4.5,8.0,Created,Job 8-14,,,
55,4.5,8.0,Put in Routing Class,Job 8-14,,8.0,
56,4.71,2.0,Created,Job 2-17,,,
57,4.71,2.0,Put in Routing Class,Job 2-17,,9.0,
58,5.03,4.0,Created,Job 4-30,,,
59,5.03,4.0,Put in Routing Class,Job 4-30,,10.0,
60,5.28,0.0,Created,Job 0-7,,,
61,5.28,0.0,Put in Routing Class,Job 0-7,,11.0,
62,5.77,3.0,Work Finish,Job 3-13,Machine 3,,
63,5.77,3.0,Completed,Job 3-13,,,0
64,5.77,,Request Routing for Job,,Machine 3,11.0,
65,5.77,,Routing Start,,Machine 3,,3.675 Job 선택
66,5.77,8.0,Routing Finish,Job 8-14,Machine 3,,
67,5.77,8.0,Work Start,Job 8-14,Machine 3,,
68,5.85,5.0,Created,Job 5-2,,,
69,5.85,5.0,Put in Routing Class,Job 5-2,,11.0,
70,6.14,1.0,Created,Job 1-42,,,
71,6.14,1.0,Put in Routing Class,Job 1-42,,12.0,
72,6.32,8.0,Created,Job 8-33,,,
73,6.32,8.0,Put in Routing Class,Job 8-33,,13.0,
74,6.44,6.0,Created,Job 6-21,,,
75,6.44,6.0,Put in Routing Class,Job 6-21,,14.0,
76,6.59,4.0,Created,Job 4-34,,,
77,6.59,4.0,Put in Routing Class,Job 4-34,,15.0,
78,6.86,2.0,Work Finish,Job 2-5,Machine 1,,
79,6.86,2.0,Completed,Job 2-5,,,0
80,6.86,,Request Routing for Job,,Machine 1,15.0,
81,6.86,,Routing Start,,Machine 1,,3.675 Job 선택
82,6.86,6.0,Routing Finish,Job 6-4,Machine 1,,
83,6.86,6.0,Work Start,Job 6-4,Machine 1,,
84,7.17,2.0,Created,Job 2-29,,,
85,7.17,2.0,Put in Routing Class,Job 2-29,,15.0,
86,7.32,1.0,Work Finish,Job 1-10,Machine 0,,
87,7.32,1.0,Completed,Job 1-10,,,0
