,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.12,7.0,Created,Job 7-3,,,
1,1.12,7.0,Put in Routing Class,Job 7-3,,1.0,
2,1.12,7.0,Routing Start,Job 7-3,,,"3.675,  machine 선택"
3,1.12,7.0,Routing Finish,Job 7-3,Machine 0,,
4,1.12,7.0,Work Start,Job 7-3,Machine 0,,
5,1.19,2.0,Created,Job 2-33,,,
6,1.19,2.0,Put in Routing Class,Job 2-33,,1.0,
7,1.19,2.0,Routing Start,Job 2-33,,,"3.675,  machine 선택"
8,1.19,2.0,Routing Finish,Job 2-33,Machine 6,,
9,1.19,2.0,Work Start,Job 2-33,Machine 6,,
10,1.22,3.0,Created,Job 3-4,,,
11,1.22,3.0,Put in Routing Class,Job 3-4,,1.0,
12,1.22,3.0,Routing Start,Job 3-4,,,"3.675,  machine 선택"
13,1.22,3.0,Routing Finish,Job 3-4,Machine 4,,
14,1.22,3.0,Work Start,Job 3-4,Machine 4,,
15,1.31,6.0,Created,Job 6-1,,,
16,1.31,6.0,Put in Routing Class,Job 6-1,,1.0,
17,1.31,6.0,Routing Start,Job 6-1,,,"3.675,  machine 선택"
18,1.31,6.0,Routing Finish,Job 6-1,Machine 2,,
19,1.31,6.0,Work Start,Job 6-1,Machine 2,,
20,1.35,8.0,Created,Job 8-0,,,
21,1.35,8.0,Put in Routing Class,Job 8-0,,1.0,
22,1.35,8.0,Routing Start,Job 8-0,,,"3.675,  machine 선택"
23,1.35,8.0,Routing Finish,Job 8-0,Machine 7,,
24,1.35,8.0,Work Start,Job 8-0,Machine 7,,
25,1.4,9.0,Created,Job 9-5,,,
26,1.4,9.0,Put in Routing Class,Job 9-5,,1.0,
27,1.4,9.0,Routing Start,Job 9-5,,,"3.675,  machine 선택"
28,1.4,9.0,Routing Finish,Job 9-5,Machine 1,,
29,1.4,9.0,Work Start,Job 9-5,Machine 1,,
30,1.77,1.0,Created,Job 1-6,,,
31,1.77,1.0,Put in Routing Class,Job 1-6,,1.0,
32,1.77,1.0,Routing Start,Job 1-6,,,"3.675,  machine 선택"
33,1.77,1.0,Routing Finish,Job 1-6,Machine 3,,
34,1.77,1.0,Work Start,Job 1-6,Machine 3,,
35,1.89,5.0,Created,Job 5-2,,,
36,1.89,5.0,Put in Routing Class,Job 5-2,,1.0,
37,1.89,5.0,Routing Start,Job 5-2,,,"3.675,  machine 선택"
38,1.89,5.0,Routing Finish,Job 5-2,Machine 5,,
39,1.89,5.0,Work Start,Job 5-2,Machine 5,,
40,2.29,3.0,Created,Job 3-7,,,
41,2.29,3.0,Put in Routing Class,Job 3-7,,1.0,
42,2.34,2.0,Created,Job 2-34,,,
43,2.34,2.0,Put in Routing Class,Job 2-34,,2.0,
44,2.63,4.0,Created,Job 4-8,,,
45,2.63,4.0,Put in Routing Class,Job 4-8,,3.0,
46,2.91,8.0,Created,Job 8-9,,,
47,2.91,8.0,Put in Routing Class,Job 8-9,,4.0,
48,2.96,5.0,Created,Job 5-25,,,
49,2.96,5.0,Put in Routing Class,Job 5-25,,5.0,
50,2.99,6.0,Created,Job 6-20,,,
51,2.99,6.0,Put in Routing Class,Job 6-20,,6.0,
52,3.42,7.0,Created,Job 7-13,,,
53,3.42,7.0,Put in Routing Class,Job 7-13,,7.0,
54,3.65,9.0,Created,Job 9-23,,,
55,3.65,9.0,Put in Routing Class,Job 9-23,,8.0,
56,3.9,4.0,Created,Job 4-10,,,
57,3.9,4.0,Put in Routing Class,Job 4-10,,9.0,
58,3.92,8.0,Created,Job 8-11,,,
59,3.92,8.0,Put in Routing Class,Job 8-11,,10.0,
60,3.99,6.0,Created,Job 6-24,,,
61,3.99,6.0,Put in Routing Class,Job 6-24,,11.0,
62,4.28,2.0,Created,Job 2-52,,,
63,4.28,2.0,Put in Routing Class,Job 2-52,,12.0,
64,4.33,3.0,Created,Job 3-37,,,
65,4.33,3.0,Put in Routing Class,Job 3-37,,13.0,
66,4.58,8.0,Work Finish,Job 8-0,Machine 7,,
67,4.58,8.0,Completed,Job 8-0,,,0
68,4.58,,Request Routing for Job,,Machine 7,13.0,
69,4.58,,Routing Start,,Machine 7,,3.675 Job 선택
70,4.58,8.0,Routing Finish,Job 8-9,Machine 7,,
71,4.58,8.0,Work Start,Job 8-9,Machine 7,,
72,4.59,5.0,Created,Job 5-27,,,
73,4.59,5.0,Put in Routing Class,Job 5-27,,13.0,
74,4.84,1.0,Created,Job 1-15,,,
75,4.84,1.0,Put in Routing Class,Job 1-15,,14.0,
76,5.08,0.0,Created,Job 0-17,,,
77,5.08,0.0,Put in Routing Class,Job 0-17,,15.0,
78,5.46,4.0,Created,Job 4-14,,,
79,5.46,4.0,Put in Routing Class,Job 4-14,,16.0,
80,5.8,9.0,Work Finish,Job 9-5,Machine 1,,
81,5.8,9.0,Completed,Job 9-5,,,0
82,5.8,,Request Routing for Job,,Machine 1,16.0,
83,5.8,,Routing Start,,Machine 1,,3.675 Job 선택
84,5.8,2.0,Routing Finish,Job 2-34,Machine 1,,
85,5.8,2.0,Work Start,Job 2-34,Machine 1,,
86,5.81,7.0,Work Finish,Job 7-3,Machine 0,,
87,5.81,7.0,Completed,Job 7-3,,,0
88,5.81,,Request Routing for Job,,Machine 0,15.0,
89,5.81,,Routing Start,,Machine 0,,3.675 Job 선택
90,5.81,6.0,Routing Finish,Job 6-20,Machine 0,,
91,5.81,6.0,Work Start,Job 6-20,Machine 0,,
92,5.84,7.0,Created,Job 7-18,,,
93,5.84,7.0,Put in Routing Class,Job 7-18,,15.0,
94,5.85,1.0,Created,Job 1-19,,,
95,5.85,1.0,Put in Routing Class,Job 1-19,,16.0,
96,5.96,6.0,Created,Job 6-39,,,
97,5.96,6.0,Put in Routing Class,Job 6-39,,17.0,
98,6.02,3.0,Created,Job 3-38,,,
99,6.02,3.0,Put in Routing Class,Job 3-38,,18.0,
100,6.13,3.0,Work Finish,Job 3-4,Machine 4,,
101,6.13,3.0,Completed,Job 3-4,,,0
102,6.13,,Request Routing for Job,,Machine 4,18.0,
103,6.13,,Routing Start,,Machine 4,,3.675 Job 선택
104,6.13,8.0,Routing Finish,Job 8-11,Machine 4,,
105,6.13,8.0,Work Start,Job 8-11,Machine 4,,
106,6.18,6.0,Work Finish,Job 6-1,Machine 2,,
107,6.18,6.0,Completed,Job 6-1,,,0
108,6.18,,Request Routing for Job,,Machine 2,17.0,
109,6.18,,Routing Start,,Machine 2,,3.675 Job 선택
110,6.18,3.0,Routing Finish,Job 3-7,Machine 2,,
111,6.18,3.0,Work Start,Job 3-7,Machine 2,,
112,6.23,5.0,Created,Job 5-36,,,
