,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.18,1.0,Created,Job 1-7,,,
1,1.18,1.0,Put in Routing Class,Job 1-7,,1.0,
2,1.18,1.0,Routing Start,Job 1-7,,,"0.42500000000000004,  machine 선택"
3,1.18,1.0,Routing Finish,Job 1-7,Machine 2,,
4,1.18,1.0,Work Start,Job 1-7,Machine 2,,
5,1.21,0.0,Created,Job 0-0,,,
6,1.21,0.0,Put in Routing Class,Job 0-0,,1.0,
7,1.21,0.0,Routing Start,Job 0-0,,,"0.42500000000000004,  machine 선택"
8,1.21,0.0,Routing Finish,Job 0-0,Machine 6,,
9,1.21,0.0,Work Start,Job 0-0,Machine 6,,
10,1.22,3.0,Created,Job 3-3,,,
11,1.22,3.0,Put in Routing Class,Job 3-3,,1.0,
12,1.22,3.0,Routing Start,Job 3-3,,,"0.42500000000000004,  machine 선택"
13,1.22,3.0,Routing Finish,Job 3-3,Machine 1,,
14,1.22,3.0,Work Start,Job 3-3,Machine 1,,
15,1.38,4.0,Created,Job 4-4,,,
16,1.38,4.0,Put in Routing Class,Job 4-4,,1.0,
17,1.38,4.0,Routing Start,Job 4-4,,,"0.42500000000000004,  machine 선택"
18,1.38,4.0,Routing Finish,Job 4-4,Machine 3,,
19,1.38,4.0,Work Start,Job 4-4,Machine 3,,
20,1.67,6.0,Created,Job 6-9,,,
21,1.67,6.0,Put in Routing Class,Job 6-9,,1.0,
22,1.67,6.0,Routing Start,Job 6-9,,,"0.42500000000000004,  machine 선택"
23,1.67,6.0,Routing Finish,Job 6-9,Machine 5,,
24,1.67,6.0,Work Start,Job 6-9,Machine 5,,
25,1.69,2.0,Created,Job 2-2,,,
26,1.69,2.0,Put in Routing Class,Job 2-2,,1.0,
27,1.69,2.0,Routing Start,Job 2-2,,,"0.42500000000000004,  machine 선택"
28,1.69,2.0,Routing Finish,Job 2-2,Machine 7,,
29,1.69,2.0,Work Start,Job 2-2,Machine 7,,
30,3.36,2.0,Created,Job 2-5,,,
31,3.36,2.0,Put in Routing Class,Job 2-5,,1.0,
32,3.36,2.0,Routing Start,Job 2-5,,,"0.42500000000000004,  machine 선택"
33,3.36,2.0,Routing Finish,Job 2-5,Machine 4,,
34,3.36,2.0,Work Start,Job 2-5,Machine 4,,
35,3.77,0.0,Created,Job 0-18,,,
36,3.77,0.0,Put in Routing Class,Job 0-18,,1.0,
37,3.77,0.0,Routing Start,Job 0-18,,,"0.42500000000000004,  machine 선택"
38,3.77,0.0,Routing Finish,Job 0-18,Machine 0,,
39,3.77,0.0,Work Start,Job 0-18,Machine 0,,
40,4.19,7.0,Created,Job 7-31,,,
41,4.19,7.0,Put in Routing Class,Job 7-31,,1.0,
42,4.21,1.0,Created,Job 1-8,,,
43,4.21,1.0,Put in Routing Class,Job 1-8,,2.0,
44,4.34,9.0,Created,Job 9-1,,,
45,4.34,9.0,Put in Routing Class,Job 9-1,,3.0,
46,4.48,3.0,Created,Job 3-25,,,
47,4.48,3.0,Put in Routing Class,Job 3-25,,4.0,
48,4.54,2.0,Created,Job 2-16,,,
49,4.54,2.0,Put in Routing Class,Job 2-16,,5.0,
50,4.8,5.0,Created,Job 5-33,,,
51,4.8,5.0,Put in Routing Class,Job 5-33,,6.0,
52,5.14,0.0,Created,Job 0-20,,,
53,5.14,0.0,Put in Routing Class,Job 0-20,,7.0,
54,5.39,6.0,Created,Job 6-13,,,
55,5.39,6.0,Put in Routing Class,Job 6-13,,8.0,
56,5.4,9.0,Created,Job 9-6,,,
57,5.4,9.0,Put in Routing Class,Job 9-6,,9.0,
58,5.57,1.0,Created,Job 1-12,,,
59,5.57,1.0,Put in Routing Class,Job 1-12,,10.0,
60,5.68,2.0,Created,Job 2-32,,,
61,5.68,2.0,Put in Routing Class,Job 2-32,,11.0,
62,5.81,7.0,Created,Job 7-44,,,
63,5.81,7.0,Put in Routing Class,Job 7-44,,12.0,
64,6.0,8.0,Created,Job 8-10,,,
65,6.0,8.0,Put in Routing Class,Job 8-10,,13.0,
66,6.49,0.0,Created,Job 0-30,,,
67,6.49,0.0,Put in Routing Class,Job 0-30,,14.0,
68,6.72,0.0,Work Finish,Job 0-18,Machine 0,,
69,6.72,0.0,Completed,Job 0-18,,,0
70,6.72,,Request Routing for Job,,Machine 0,14.0,
71,6.72,,Routing Start,,Machine 0,,0.42500000000000004 Job 선택
72,6.72,2.0,Routing Finish,Job 2-16,Machine 0,,
73,6.72,2.0,Work Start,Job 2-16,Machine 0,,
74,6.73,6.0,Created,Job 6-14,,,
75,6.73,6.0,Put in Routing Class,Job 6-14,,14.0,
76,6.95,2.0,Created,Job 2-39,,,
77,6.95,2.0,Put in Routing Class,Job 2-39,,15.0,
78,7.03,8.0,Created,Job 8-23,,,
79,7.03,8.0,Put in Routing Class,Job 8-23,,16.0,
80,7.2,3.0,Created,Job 3-26,,,
81,7.2,3.0,Put in Routing Class,Job 3-26,,17.0,
82,7.63,7.0,Created,Job 7-110,,,
83,7.63,7.0,Put in Routing Class,Job 7-110,,18.0,
84,7.64,0.0,Created,Job 0-40,,,
85,7.64,0.0,Put in Routing Class,Job 0-40,,19.0,
86,7.98,5.0,Created,Job 5-43,,,
87,7.98,5.0,Put in Routing Class,Job 5-43,,20.0,
88,8.01,4.0,Created,Job 4-21,,,
89,8.01,4.0,Put in Routing Class,Job 4-21,,21.0,
90,8.64,8.0,Created,Job 8-35,,,
91,8.64,8.0,Put in Routing Class,Job 8-35,,22.0,
92,8.93,0.0,Created,Job 0-67,,,
93,8.93,0.0,Put in Routing Class,Job 0-67,,23.0,
94,9.14,5.0,Created,Job 5-58,,,
95,9.14,5.0,Put in Routing Class,Job 5-58,,24.0,
96,9.18,7.0,Created,Job 7-136,,,
97,9.18,7.0,Put in Routing Class,Job 7-136,,25.0,
98,9.5,3.0,Created,Job 3-29,,,
99,9.5,3.0,Put in Routing Class,Job 3-29,,26.0,
100,9.61,9.0,Created,Job 9-11,,,
101,9.61,9.0,Put in Routing Class,Job 9-11,,27.0,
102,9.75,8.0,Created,Job 8-37,,,
103,9.75,8.0,Put in Routing Class,Job 8-37,,28.0,
104,10.11,1.0,Created,Job 1-22,,,
105,10.11,1.0,Put in Routing Class,Job 1-22,,29.0,
106,10.41,5.0,Created,Job 5-64,,,
