,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.12,8.0,Created,Job 8-3,,,
1,1.12,8.0,Put in Routing Class,Job 8-3,,1.0,
2,1.12,8.0,Routing Start,Job 8-3,,,"3.675,  machine 선택"
3,1.12,8.0,Routing Finish,Job 8-3,Machine 7,,
4,1.12,8.0,Work Start,Job 8-3,Machine 7,,
5,1.17,7.0,Created,Job 7-5,,,
6,1.17,7.0,Put in Routing Class,Job 7-5,,1.0,
7,1.17,7.0,Routing Start,Job 7-5,,,"3.675,  machine 선택"
8,1.17,7.0,Routing Finish,Job 7-5,Machine 1,,
9,1.17,7.0,Work Start,Job 7-5,Machine 1,,
10,1.19,1.0,Created,Job 1-4,,,
11,1.19,1.0,Put in Routing Class,Job 1-4,,1.0,
12,1.19,1.0,Routing Start,Job 1-4,,,"3.675,  machine 선택"
13,1.19,1.0,Routing Finish,Job 1-4,Machine 2,,
14,1.19,1.0,Work Start,Job 1-4,Machine 2,,
15,1.22,2.0,Created,Job 2-18,,,
16,1.22,2.0,Put in Routing Class,Job 2-18,,1.0,
17,1.22,2.0,Routing Start,Job 2-18,,,"3.675,  machine 선택"
18,1.22,2.0,Routing Finish,Job 2-18,Machine 0,,
19,1.22,2.0,Work Start,Job 2-18,Machine 0,,
20,1.55,4.0,Created,Job 4-11,,,
21,1.55,4.0,Put in Routing Class,Job 4-11,,1.0,
22,1.55,4.0,Routing Start,Job 4-11,,,"3.675,  machine 선택"
23,1.55,4.0,Routing Finish,Job 4-11,Machine 3,,
24,1.55,4.0,Work Start,Job 4-11,Machine 3,,
25,2.11,5.0,Created,Job 5-9,,,
26,2.11,5.0,Put in Routing Class,Job 5-9,,1.0,
27,2.11,5.0,Routing Start,Job 5-9,,,"3.675,  machine 선택"
28,2.11,5.0,Routing Finish,Job 5-9,Machine 4,,
29,2.11,5.0,Work Start,Job 5-9,Machine 4,,
30,2.13,6.0,Created,Job 6-0,,,
31,2.13,6.0,Put in Routing Class,Job 6-0,,1.0,
32,2.13,6.0,Routing Start,Job 6-0,,,"3.675,  machine 선택"
33,2.13,6.0,Routing Finish,Job 6-0,Machine 5,,
34,2.13,6.0,Work Start,Job 6-0,Machine 5,,
35,2.18,3.0,Created,Job 3-21,,,
36,2.18,3.0,Put in Routing Class,Job 3-21,,1.0,
37,2.18,3.0,Routing Start,Job 3-21,,,"3.675,  machine 선택"
38,2.18,3.0,Routing Finish,Job 3-21,Machine 6,,
39,2.18,3.0,Work Start,Job 3-21,Machine 6,,
40,2.73,7.0,Created,Job 7-15,,,
41,2.73,7.0,Put in Routing Class,Job 7-15,,1.0,
42,2.93,1.0,Created,Job 1-6,,,
43,2.93,1.0,Put in Routing Class,Job 1-6,,2.0,
44,3.15,0.0,Created,Job 0-7,,,
45,3.15,0.0,Put in Routing Class,Job 0-7,,3.0,
46,3.28,8.0,Created,Job 8-34,,,
47,3.28,8.0,Put in Routing Class,Job 8-34,,4.0,
48,3.31,5.0,Created,Job 5-20,,,
49,3.31,5.0,Put in Routing Class,Job 5-20,,5.0,
50,3.66,6.0,Created,Job 6-1,,,
51,3.66,6.0,Put in Routing Class,Job 6-1,,6.0,
52,3.83,4.0,Created,Job 4-16,,,
53,3.83,4.0,Put in Routing Class,Job 4-16,,7.0,
54,3.93,7.0,Created,Job 7-33,,,
55,3.93,7.0,Put in Routing Class,Job 7-33,,8.0,
56,4.11,9.0,Created,Job 9-8,,,
57,4.11,9.0,Put in Routing Class,Job 9-8,,9.0,
58,4.47,3.0,Created,Job 3-23,,,
59,4.47,3.0,Put in Routing Class,Job 3-23,,10.0,
60,5.08,6.0,Work Finish,Job 6-0,Machine 5,,
61,5.08,6.0,Completed,Job 6-0,,,0
62,5.08,,Request Routing for Job,,Machine 5,10.0,
63,5.08,,Routing Start,,Machine 5,,3.675 Job 선택
64,5.08,7.0,Routing Finish,Job 7-15,Machine 5,,
65,5.08,7.0,Work Start,Job 7-15,Machine 5,,
66,5.1,2.0,Created,Job 2-46,,,
67,5.1,2.0,Put in Routing Class,Job 2-46,,10.0,
68,5.19,9.0,Created,Job 9-22,,,
69,5.19,9.0,Put in Routing Class,Job 9-22,,11.0,
70,5.39,7.0,Created,Job 7-38,,,
71,5.39,7.0,Put in Routing Class,Job 7-38,,12.0,
72,5.5,3.0,Created,Job 3-29,,,
73,5.5,3.0,Put in Routing Class,Job 3-29,,13.0,
74,5.55,7.0,Work Finish,Job 7-5,Machine 1,,
75,5.55,7.0,Completed,Job 7-5,,,0
76,5.55,,Request Routing for Job,,Machine 1,13.0,
77,5.55,,Routing Start,,Machine 1,,3.675 Job 선택
78,5.55,6.0,Routing Finish,Job 6-1,Machine 1,,
79,5.55,6.0,Work Start,Job 6-1,Machine 1,,
80,5.56,8.0,Created,Job 8-50,,,
81,5.56,8.0,Put in Routing Class,Job 8-50,,13.0,
82,5.65,1.0,Created,Job 1-10,,,
83,5.65,1.0,Put in Routing Class,Job 1-10,,14.0,
84,5.88,8.0,Work Finish,Job 8-3,Machine 7,,
85,5.88,8.0,Completed,Job 8-3,,,0
86,5.88,,Request Routing for Job,,Machine 7,14.0,
87,5.88,,Routing Start,,Machine 7,,3.675 Job 선택
88,5.88,0.0,Routing Finish,Job 0-7,Machine 7,,
89,5.88,0.0,Work Start,Job 0-7,Machine 7,,
90,6.05,6.0,Created,Job 6-2,,,
91,6.05,6.0,Put in Routing Class,Job 6-2,,14.0,
92,6.1,4.0,Created,Job 4-17,,,
93,6.1,4.0,Put in Routing Class,Job 4-17,,15.0,
94,6.59,9.0,Created,Job 9-27,,,
95,6.59,9.0,Put in Routing Class,Job 9-27,,16.0,
96,6.73,2.0,Created,Job 2-47,,,
97,6.73,2.0,Put in Routing Class,Job 2-47,,17.0,
98,6.92,7.0,Work Finish,Job 7-15,Machine 5,,
99,6.92,7.0,Completed,Job 7-15,,,0
100,6.92,,Request Routing for Job,,Machine 5,17.0,
101,6.92,,Routing Start,,Machine 5,,3.675 Job 선택
102,6.92,7.0,Routing Finish,Job 7-33,Machine 5,,
103,6.92,7.0,Work Start,Job 7-33,Machine 5,,
104,7.1,3.0,Created,Job 3-45,,,
105,7.1,3.0,Put in Routing Class,Job 3-45,,17.0,
106,7.1,7.0,Created,Job 7-68,,,
107,7.1,7.0,Put in Routing Class,Job 7-68,,18.0,
108,7.11,1.0,Work Finish,Job 1-4,Machine 2,,
109,7.11,1.0,Completed,Job 1-4,,,0
110,7.11,,Request Routing for Job,,Machine 2,18.0,
