,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.08,6.0,Created,Job 6-11,,,
1,1.08,6.0,Put in Routing Class,Job 6-11,,1.0,
2,1.08,6.0,Routing Start,Job 6-11,,,"3.675,  machine 선택"
3,1.08,6.0,Routing Finish,Job 6-11,Machine 7,,
4,1.08,6.0,Work Start,Job 6-11,Machine 7,,
5,1.14,7.0,Created,Job 7-13,,,
6,1.14,7.0,Put in Routing Class,Job 7-13,,1.0,
7,1.14,7.0,Routing Start,Job 7-13,,,"3.675,  machine 선택"
8,1.14,7.0,Routing Finish,Job 7-13,Machine 1,,
9,1.14,7.0,Work Start,Job 7-13,Machine 1,,
10,1.18,1.0,Created,Job 1-1,,,
11,1.18,1.0,Put in Routing Class,Job 1-1,,1.0,
12,1.18,1.0,Routing Start,Job 1-1,,,"3.675,  machine 선택"
13,1.18,1.0,Routing Finish,Job 1-1,Machine 3,,
14,1.18,1.0,Work Start,Job 1-1,Machine 3,,
15,1.2,9.0,Created,Job 9-4,,,
16,1.2,9.0,Put in Routing Class,Job 9-4,,1.0,
17,1.2,9.0,Routing Start,Job 9-4,,,"3.675,  machine 선택"
18,1.2,9.0,Routing Finish,Job 9-4,Machine 6,,
19,1.2,9.0,Work Start,Job 9-4,Machine 6,,
20,1.34,8.0,Created,Job 8-5,,,
21,1.34,8.0,Put in Routing Class,Job 8-5,,1.0,
22,1.34,8.0,Routing Start,Job 8-5,,,"3.675,  machine 선택"
23,1.34,8.0,Routing Finish,Job 8-5,Machine 2,,
24,1.34,8.0,Work Start,Job 8-5,Machine 2,,
25,1.41,2.0,Created,Job 2-14,,,
26,1.41,2.0,Put in Routing Class,Job 2-14,,1.0,
27,1.41,2.0,Routing Start,Job 2-14,,,"3.675,  machine 선택"
28,1.41,2.0,Routing Finish,Job 2-14,Machine 5,,
29,1.41,2.0,Work Start,Job 2-14,Machine 5,,
30,1.62,0.0,Created,Job 0-3,,,
31,1.62,0.0,Put in Routing Class,Job 0-3,,1.0,
32,1.62,0.0,Routing Start,Job 0-3,,,"3.675,  machine 선택"
33,1.62,0.0,Routing Finish,Job 0-3,Machine 4,,
34,1.62,0.0,Work Start,Job 0-3,Machine 4,,
35,2.2,5.0,Created,Job 5-16,,,
36,2.2,5.0,Put in Routing Class,Job 5-16,,1.0,
37,2.2,5.0,Routing Start,Job 5-16,,,"3.675,  machine 선택"
38,2.2,5.0,Routing Finish,Job 5-16,Machine 0,,
39,2.2,5.0,Work Start,Job 5-16,Machine 0,,
40,2.31,7.0,Created,Job 7-15,,,
41,2.31,7.0,Put in Routing Class,Job 7-15,,1.0,
42,2.39,8.0,Created,Job 8-8,,,
43,2.39,8.0,Put in Routing Class,Job 8-8,,2.0,
44,2.42,4.0,Created,Job 4-0,,,
45,2.42,4.0,Put in Routing Class,Job 4-0,,3.0,
46,2.5,6.0,Created,Job 6-22,,,
47,2.5,6.0,Put in Routing Class,Job 6-22,,4.0,
48,2.71,1.0,Created,Job 1-2,,,
49,2.71,1.0,Put in Routing Class,Job 1-2,,5.0,
50,2.9,0.0,Created,Job 0-33,,,
51,2.9,0.0,Put in Routing Class,Job 0-33,,6.0,
52,3.05,3.0,Created,Job 3-6,,,
53,3.05,3.0,Put in Routing Class,Job 3-6,,7.0,
54,3.45,4.0,Created,Job 4-9,,,
55,3.45,4.0,Put in Routing Class,Job 4-9,,8.0,
56,3.52,5.0,Created,Job 5-18,,,
57,3.52,5.0,Put in Routing Class,Job 5-18,,9.0,
58,3.54,7.0,Created,Job 7-32,,,
59,3.54,7.0,Put in Routing Class,Job 7-32,,10.0,
60,3.77,6.0,Created,Job 6-25,,,
61,3.77,6.0,Put in Routing Class,Job 6-25,,11.0,
62,4.27,9.0,Created,Job 9-23,,,
63,4.27,9.0,Put in Routing Class,Job 9-23,,12.0,
64,4.33,2.0,Created,Job 2-21,,,
65,4.33,2.0,Put in Routing Class,Job 2-21,,13.0,
66,4.35,1.0,Created,Job 1-20,,,
67,4.35,1.0,Put in Routing Class,Job 1-20,,14.0,
68,4.49,3.0,Created,Job 3-7,,,
69,4.49,3.0,Put in Routing Class,Job 3-7,,15.0,
70,4.82,7.0,Created,Job 7-45,,,
71,4.82,7.0,Put in Routing Class,Job 7-45,,16.0,
72,4.98,4.0,Created,Job 4-12,,,
73,4.98,4.0,Put in Routing Class,Job 4-12,,17.0,
74,5.18,5.0,Created,Job 5-27,,,
75,5.18,5.0,Put in Routing Class,Job 5-27,,18.0,
76,5.31,7.0,Work Finish,Job 7-13,Machine 1,,
77,5.31,7.0,Completed,Job 7-13,,,0
78,5.31,,Request Routing for Job,,Machine 1,18.0,
79,5.31,,Routing Start,,Machine 1,,3.675 Job 선택
80,5.31,9.0,Routing Finish,Job 9-23,Machine 1,,
81,5.31,9.0,Work Start,Job 9-23,Machine 1,,
82,5.97,9.0,Work Finish,Job 9-4,Machine 6,,
83,5.97,9.0,Completed,Job 9-4,,,0
84,5.97,,Request Routing for Job,,Machine 6,17.0,
85,5.97,,Routing Start,,Machine 6,,3.675 Job 선택
86,5.97,4.0,Routing Finish,Job 4-0,Machine 6,,
87,5.97,4.0,Work Start,Job 4-0,Machine 6,,
88,6.06,1.0,Created,Job 1-28,,,
89,6.06,1.0,Put in Routing Class,Job 1-28,,17.0,
90,6.6,6.0,Created,Job 6-26,,,
91,6.6,6.0,Put in Routing Class,Job 6-26,,18.0,
92,6.62,2.0,Created,Job 2-38,,,
93,6.62,2.0,Put in Routing Class,Job 2-38,,19.0,
94,6.7,2.0,Work Finish,Job 2-14,Machine 5,,
95,6.7,2.0,Completed,Job 2-14,,,0
96,6.7,,Request Routing for Job,,Machine 5,19.0,
97,6.7,,Routing Start,,Machine 5,,3.675 Job 선택
98,6.7,4.0,Routing Finish,Job 4-9,Machine 5,,
99,6.7,4.0,Work Start,Job 4-9,Machine 5,,
100,6.74,7.0,Created,Job 7-46,,,
101,6.74,7.0,Put in Routing Class,Job 7-46,,19.0,
102,6.79,1.0,Work Finish,Job 1-1,Machine 3,,
103,6.79,1.0,Completed,Job 1-1,,,0
104,6.79,,Request Routing for Job,,Machine 3,19.0,
105,6.79,,Routing Start,,Machine 3,,3.675 Job 선택
106,6.79,6.0,Routing Finish,Job 6-22,Machine 3,,
107,6.79,6.0,Work Start,Job 6-22,Machine 3,,
108,6.88,8.0,Work Finish,Job 8-5,Machine 2,,
109,6.88,8.0,Completed,Job 8-5,,,0
110,6.88,,Request Routing for Job,,Machine 2,18.0,
111,6.88,,Routing Start,,Machine 2,,3.675 Job 선택
112,6.88,6.0,Routing Finish,Job 6-25,Machine 2,,
113,6.88,6.0,Work Start,Job 6-25,Machine 2,,
114,6.91,8.0,Created,Job 8-17,,,
115,6.91,8.0,Put in Routing Class,Job 8-17,,18.0,
116,7.0,5.0,Created,Job 5-31,,,
117,7.0,5.0,Put in Routing Class,Job 5-31,,19.0,
118,7.07,4.0,Created,Job 4-24,,,
119,7.07,4.0,Put in Routing Class,Job 4-24,,20.0,
120,7.6,6.0,Created,Job 6-35,,,
121,7.6,6.0,Put in Routing Class,Job 6-35,,21.0,
122,7.91,1.0,Created,Job 1-40,,,
123,7.91,1.0,Put in Routing Class,Job 1-40,,22.0,
124,7.96,2.0,Created,Job 2-54,,,
125,7.96,2.0,Put in Routing Class,Job 2-54,,23.0,
126,8.13,7.0,Created,Job 7-51,,,
127,8.13,7.0,Put in Routing Class,Job 7-51,,24.0,
128,8.18,0.0,Created,Job 0-43,,,
129,8.18,0.0,Put in Routing Class,Job 0-43,,25.0,
130,8.25,6.0,Work Finish,Job 6-25,Machine 2,,
131,8.25,6.0,Completed,Job 6-25,,,0
132,8.25,,Request Routing for Job,,Machine 2,25.0,
133,8.25,,Routing Start,,Machine 2,,3.675 Job 선택
134,8.25,0.0,Routing Finish,Job 0-33,Machine 2,,
135,8.25,0.0,Work Start,Job 0-33,Machine 2,,
136,8.3,8.0,Created,Job 8-48,,,
137,8.3,8.0,Put in Routing Class,Job 8-48,,25.0,
138,8.56,4.0,Created,Job 4-29,,,
139,8.56,4.0,Put in Routing Class,Job 4-29,,26.0,
140,8.63,6.0,Work Finish,Job 6-22,Machine 3,,
141,8.63,6.0,Completed,Job 6-22,,,0
142,8.63,,Request Routing for Job,,Machine 3,26.0,
143,8.63,,Routing Start,,Machine 3,,3.675 Job 선택
144,8.63,4.0,Routing Finish,Job 4-12,Machine 3,,
145,8.63,4.0,Work Start,Job 4-12,Machine 3,,
146,8.71,6.0,Created,Job 6-37,,,
147,8.71,6.0,Put in Routing Class,Job 6-37,,26.0,
148,9.09,2.0,Created,Job 2-57,,,
149,9.09,2.0,Put in Routing Class,Job 2-57,,27.0,
150,9.1,9.0,Work Finish,Job 9-23,Machine 1,,
151,9.1,9.0,Completed,Job 9-23,,,0
152,9.1,,Request Routing for Job,,Machine 1,27.0,
153,9.1,,Routing Start,,Machine 1,,3.675 Job 선택
154,9.1,4.0,Routing Finish,Job 4-24,Machine 1,,
155,9.1,4.0,Work Start,Job 4-24,Machine 1,,
156,9.31,8.0,Created,Job 8-72,,,
157,9.31,8.0,Put in Routing Class,Job 8-72,,27.0,
158,9.48,3.0,Created,Job 3-10,,,
159,9.48,3.0,Put in Routing Class,Job 3-10,,28.0,
160,9.53,0.0,Created,Job 0-44,,,
161,9.53,0.0,Put in Routing Class,Job 0-44,,29.0,
162,9.55,9.0,Created,Job 9-30,,,
163,9.55,9.0,Put in Routing Class,Job 9-30,,30.0,
164,9.8,6.0,Created,Job 6-56,,,
165,9.8,6.0,Put in Routing Class,Job 6-56,,31.0,
166,9.84,4.0,Created,Job 4-36,,,
167,9.84,4.0,Put in Routing Class,Job 4-36,,32.0,
168,10.25,5.0,Created,Job 5-41,,,
169,10.25,5.0,Put in Routing Class,Job 5-41,,33.0,
170,10.64,0.0,Created,Job 0-49,,,
171,10.64,0.0,Put in Routing Class,Job 0-49,,34.0,
172,10.7,9.0,Created,Job 9-34,,,
173,10.7,9.0,Put in Routing Class,Job 9-34,,35.0,
174,10.99,8.0,Created,Job 8-81,,,
175,10.99,8.0,Put in Routing Class,Job 8-81,,36.0,
176,11.05,1.0,Created,Job 1-52,,,
