,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.01,1.0,Created,Job 1-23,,,
1,1.01,1.0,Put in Routing Class,Job 1-23,,1.0,
2,1.01,1.0,Routing Start,Job 1-23,,,"3.675,  machine 선택"
3,1.01,1.0,Routing Finish,Job 1-23,Machine 6,,
4,1.01,1.0,Work Start,Job 1-23,Machine 6,,
5,1.37,2.0,Created,Job 2-3,,,
6,1.37,2.0,Put in Routing Class,Job 2-3,,1.0,
7,1.37,2.0,Routing Start,Job 2-3,,,"3.675,  machine 선택"
8,1.37,2.0,Routing Finish,Job 2-3,Machine 3,,
9,1.37,2.0,Work Start,Job 2-3,Machine 3,,
10,2.04,9.0,Created,Job 9-5,,,
11,2.04,9.0,Put in Routing Class,Job 9-5,,1.0,
12,2.04,9.0,Routing Start,Job 9-5,,,"3.675,  machine 선택"
13,2.04,9.0,Routing Finish,Job 9-5,Machine 7,,
14,2.04,9.0,Work Start,Job 9-5,Machine 7,,
15,2.25,8.0,Created,Job 8-6,,,
16,2.25,8.0,Put in Routing Class,Job 8-6,,1.0,
17,2.25,8.0,Routing Start,Job 8-6,,,"3.675,  machine 선택"
18,2.25,8.0,Routing Finish,Job 8-6,Machine 0,,
19,2.25,8.0,Work Start,Job 8-6,Machine 0,,
20,2.32,1.0,Created,Job 1-49,,,
21,2.32,1.0,Put in Routing Class,Job 1-49,,1.0,
22,2.32,1.0,Routing Start,Job 1-49,,,"3.675,  machine 선택"
23,2.32,1.0,Routing Finish,Job 1-49,Machine 4,,
24,2.32,1.0,Work Start,Job 1-49,Machine 4,,
25,2.98,7.0,Created,Job 7-1,,,
26,2.98,7.0,Put in Routing Class,Job 7-1,,1.0,
27,2.98,7.0,Routing Start,Job 7-1,,,"3.675,  machine 선택"
28,2.98,7.0,Routing Finish,Job 7-1,Machine 5,,
29,2.98,7.0,Work Start,Job 7-1,Machine 5,,
30,3.02,2.0,Created,Job 2-8,,,
31,3.02,2.0,Put in Routing Class,Job 2-8,,1.0,
