,Time,JobType,Event,Job,Machine,Queue,Memo
0,1.03,2.0,Created,Job 2-7,,,
1,1.03,2.0,Put in Routing Class,Job 2-7,,1.0,
2,1.03,2.0,Routing Start,Job 2-7,,,"3.675,  machine 선택"
3,1.03,2.0,Routing Finish,Job 2-7,Machine 6,,
4,1.03,2.0,Work Start,Job 2-7,Machine 6,,
5,1.1,1.0,Created,Job 1-1,,,
6,1.1,1.0,Put in Routing Class,Job 1-1,,1.0,
7,1.1,1.0,Routing Start,Job 1-1,,,"3.675,  machine 선택"
8,1.1,1.0,Routing Finish,Job 1-1,Machine 7,,
9,1.1,1.0,Work Start,Job 1-1,Machine 7,,
10,1.42,0.0,Created,Job 0-2,,,
11,1.42,0.0,Put in Routing Class,Job 0-2,,1.0,
12,1.42,0.0,Routing Start,Job 0-2,,,"3.675,  machine 선택"
13,1.42,0.0,Routing Finish,Job 0-2,Machine 3,,
14,1.42,0.0,Work Start,Job 0-2,Machine 3,,
15,1.5,3.0,Created,Job 3-3,,,
16,1.5,3.0,Put in Routing Class,Job 3-3,,1.0,
17,1.5,3.0,Routing Start,Job 3-3,,,"3.675,  machine 선택"
18,1.5,3.0,Routing Finish,Job 3-3,Machine 0,,
19,1.5,3.0,Work Start,Job 3-3,Machine 0,,
20,1.57,4.0,Created,Job 4-28,,,
21,1.57,4.0,Put in Routing Class,Job 4-28,,1.0,
22,1.57,4.0,Routing Start,Job 4-28,,,"3.675,  machine 선택"
23,1.57,4.0,Routing Finish,Job 4-28,Machine 4,,
24,1.57,4.0,Work Start,Job 4-28,Machine 4,,
25,1.67,7.0,Created,Job 7-11,,,
26,1.67,7.0,Put in Routing Class,Job 7-11,,1.0,
27,1.67,7.0,Routing Start,Job 7-11,,,"3.675,  machine 선택"
28,1.67,7.0,Routing Finish,Job 7-11,Machine 2,,
29,1.67,7.0,Work Start,Job 7-11,Machine 2,,
30,1.73,6.0,Created,Job 6-12,,,
31,1.73,6.0,Put in Routing Class,Job 6-12,,1.0,
32,1.73,6.0,Routing Start,Job 6-12,,,"3.675,  machine 선택"
33,1.73,6.0,Routing Finish,Job 6-12,Machine 1,,
34,1.73,6.0,Work Start,Job 6-12,Machine 1,,
35,1.94,9.0,Created,Job 9-9,,,
36,1.94,9.0,Put in Routing Class,Job 9-9,,1.0,
37,1.94,9.0,Routing Start,Job 9-9,,,"3.675,  machine 선택"
38,1.94,9.0,Routing Finish,Job 9-9,Machine 5,,
39,1.94,9.0,Work Start,Job 9-9,Machine 5,,
40,2.01,8.0,Created,Job 8-0,,,
41,2.01,8.0,Put in Routing Class,Job 8-0,,1.0,
42,2.13,2.0,Created,Job 2-24,,,
43,2.13,2.0,Put in Routing Class,Job 2-24,,2.0,
44,2.52,1.0,Created,Job 1-8,,,
45,2.52,1.0,Put in Routing Class,Job 1-8,,3.0,
46,2.82,0.0,Created,Job 0-5,,,
47,2.82,0.0,Put in Routing Class,Job 0-5,,4.0,
48,2.97,7.0,Created,Job 7-14,,,
49,2.97,7.0,Put in Routing Class,Job 7-14,,5.0,
50,3.19,9.0,Created,Job 9-37,,,
51,3.19,9.0,Put in Routing Class,Job 9-37,,6.0,
52,3.32,6.0,Created,Job 6-30,,,
53,3.32,6.0,Put in Routing Class,Job 6-30,,7.0,
54,3.52,5.0,Created,Job 5-25,,,
55,3.52,5.0,Put in Routing Class,Job 5-25,,8.0,
56,3.95,0.0,Created,Job 0-15,,,
57,3.95,0.0,Put in Routing Class,Job 0-15,,9.0,
58,4.35,2.0,Work Finish,Job 2-7,Machine 6,,
59,4.35,2.0,Completed,Job 2-7,,,0
60,4.35,,Request Routing for Job,,Machine 6,9.0,
61,4.35,,Routing Start,,Machine 6,,3.675 Job 선택
62,4.35,6.0,Routing Finish,Job 6-30,Machine 6,,
63,4.35,6.0,Work Start,Job 6-30,Machine 6,,
64,4.46,7.0,Created,Job 7-18,,,
65,4.46,7.0,Put in Routing Class,Job 7-18,,9.0,
66,4.93,2.0,Created,Job 2-35,,,
67,4.93,2.0,Put in Routing Class,Job 2-35,,10.0,
68,5.12,6.0,Work Finish,Job 6-12,Machine 1,,
69,5.12,6.0,Completed,Job 6-12,,,0
70,5.12,,Request Routing for Job,,Machine 1,10.0,
71,5.12,,Routing Start,,Machine 1,,3.675 Job 선택
72,5.12,8.0,Routing Finish,Job 8-0,Machine 1,,
73,5.12,8.0,Work Start,Job 8-0,Machine 1,,
74,5.76,9.0,Created,Job 9-47,,,
75,5.76,9.0,Put in Routing Class,Job 9-47,,10.0,
76,5.76,7.0,Created,Job 7-33,,,
77,5.76,7.0,Put in Routing Class,Job 7-33,,11.0,
78,5.77,1.0,Created,Job 1-16,,,
79,5.77,1.0,Put in Routing Class,Job 1-16,,12.0,
80,5.78,6.0,Created,Job 6-46,,,
81,5.78,6.0,Put in Routing Class,Job 6-46,,13.0,
82,5.81,4.0,Work Finish,Job 4-28,Machine 4,,
83,5.81,4.0,Completed,Job 4-28,,,0
84,5.81,,Request Routing for Job,,Machine 4,13.0,
85,5.81,,Routing Start,,Machine 4,,3.675 Job 선택
86,5.81,0.0,Routing Finish,Job 0-5,Machine 4,,
87,5.81,0.0,Work Start,Job 0-5,Machine 4,,
88,6.01,8.0,Created,Job 8-13,,,
89,6.01,8.0,Put in Routing Class,Job 8-13,,13.0,
90,6.32,5.0,Created,Job 5-43,,,
91,6.32,5.0,Put in Routing Class,Job 5-43,,14.0,
92,6.41,8.0,Work Finish,Job 8-0,Machine 1,,
93,6.41,8.0,Completed,Job 8-0,,,0
94,6.41,,Request Routing for Job,,Machine 1,14.0,
95,6.41,,Routing Start,,Machine 1,,3.675 Job 선택
96,6.41,6.0,Routing Finish,Job 6-46,Machine 1,,
97,6.41,6.0,Work Start,Job 6-46,Machine 1,,
98,6.54,3.0,Created,Job 3-4,,,
99,6.54,3.0,Put in Routing Class,Job 3-4,,14.0,
100,6.82,6.0,Created,Job 6-55,,,
101,6.82,6.0,Put in Routing Class,Job 6-55,,15.0,
102,6.88,1.0,Created,Job 1-17,,,
103,6.88,1.0,Put in Routing Class,Job 1-17,,16.0,
104,6.93,7.0,Created,Job 7-42,,,
105,6.93,7.0,Put in Routing Class,Job 7-42,,17.0,
106,6.94,4.0,Created,Job 4-32,,,
107,6.94,4.0,Put in Routing Class,Job 4-32,,18.0,
108,7.24,6.0,Work Finish,Job 6-30,Machine 6,,
109,7.24,6.0,Completed,Job 6-30,,,0
110,7.24,,Request Routing for Job,,Machine 6,18.0,
111,7.24,,Routing Start,,Machine 6,,3.675 Job 선택
112,7.24,6.0,Routing Finish,Job 6-55,Machine 6,,
113,7.24,6.0,Work Start,Job 6-55,Machine 6,,
114,7.28,8.0,Created,Job 8-20,,,
115,7.28,8.0,Put in Routing Class,Job 8-20,,18.0,
116,7.41,0.0,Created,Job 0-23,,,
117,7.41,0.0,Put in Routing Class,Job 0-23,,19.0,
118,7.51,5.0,Created,Job 5-53,,,
119,7.51,5.0,Put in Routing Class,Job 5-53,,20.0,
120,7.6,2.0,Created,Job 2-40,,,
121,7.6,2.0,Put in Routing Class,Job 2-40,,21.0,
122,7.72,0.0,Work Finish,Job 0-2,Machine 3,,
123,7.72,0.0,Completed,Job 0-2,,,0
124,7.72,,Request Routing for Job,,Machine 3,21.0,
125,7.72,,Routing Start,,Machine 3,,3.675 Job 선택
126,7.72,9.0,Routing Finish,Job 9-37,Machine 3,,
127,7.72,9.0,Work Start,Job 9-37,Machine 3,,
128,7.84,3.0,Created,Job 3-6,,,
129,7.84,3.0,Put in Routing Class,Job 3-6,,21.0,
130,8.15,3.0,Work Finish,Job 3-3,Machine 0,,
131,8.15,3.0,Completed,Job 3-3,,,0
132,8.15,,Request Routing for Job,,Machine 0,21.0,
133,8.15,,Routing Start,,Machine 0,,3.675 Job 선택
134,8.15,7.0,Routing Finish,Job 7-14,Machine 0,,
135,8.15,7.0,Work Start,Job 7-14,Machine 0,,
136,8.17,1.0,Created,Job 1-21,,,
137,8.17,1.0,Put in Routing Class,Job 1-21,,21.0,
138,8.21,7.0,Work Finish,Job 7-11,Machine 2,,
139,8.21,7.0,Completed,Job 7-11,,,0
140,8.21,,Request Routing for Job,,Machine 2,21.0,
141,8.21,,Routing Start,,Machine 2,,3.675 Job 선택
142,8.21,0.0,Routing Finish,Job 0-15,Machine 2,,
143,8.21,0.0,Work Start,Job 0-15,Machine 2,,
144,8.27,9.0,Created,Job 9-59,,,
145,8.27,9.0,Put in Routing Class,Job 9-59,,21.0,
146,8.3,1.0,Work Finish,Job 1-1,Machine 7,,
147,8.3,1.0,Completed,Job 1-1,,,0
148,8.3,,Request Routing for Job,,Machine 7,21.0,
149,8.3,,Routing Start,,Machine 7,,3.675 Job 선택
150,8.3,0.0,Routing Finish,Job 0-23,Machine 7,,
151,8.3,0.0,Work Start,Job 0-23,Machine 7,,
152,8.4,7.0,Created,Job 7-51,,,
153,8.4,7.0,Put in Routing Class,Job 7-51,,21.0,
154,8.53,6.0,Created,Job 6-60,,,
155,8.53,6.0,Put in Routing Class,Job 6-60,,22.0,
156,8.65,5.0,Created,Job 5-58,,,
157,8.65,5.0,Put in Routing Class,Job 5-58,,23.0,
158,9.18,7.0,Work Finish,Job 7-14,Machine 0,,
159,9.18,7.0,Completed,Job 7-14,,,0
160,9.18,,Request Routing for Job,,Machine 0,23.0,
161,9.18,,Routing Start,,Machine 0,,3.675 Job 선택
162,9.18,7.0,Routing Finish,Job 7-18,Machine 0,,
163,9.18,7.0,Work Start,Job 7-18,Machine 0,,
164,9.41,9.0,Work Finish,Job 9-37,Machine 3,,
165,9.41,9.0,Completed,Job 9-37,,,0
166,9.41,,Request Routing for Job,,Machine 3,22.0,
167,9.41,,Routing Start,,Machine 3,,3.675 Job 선택
168,9.41,9.0,Routing Finish,Job 9-47,Machine 3,,
169,9.41,9.0,Work Start,Job 9-47,Machine 3,,
170,9.43,9.0,Work Finish,Job 9-9,Machine 5,,
171,9.43,9.0,Completed,Job 9-9,,,0
172,9.43,,Request Routing for Job,,Machine 5,21.0,
173,9.43,,Routing Start,,Machine 5,,3.675 Job 선택
174,9.43,2.0,Routing Finish,Job 2-24,Machine 5,,
175,9.43,2.0,Work Start,Job 2-24,Machine 5,,
176,9.48,9.0,Created,Job 9-64,,,
177,9.48,9.0,Put in Routing Class,Job 9-64,,21.0,
178,9.6,2.0,Created,Job 2-52,,,
179,9.6,2.0,Put in Routing Class,Job 2-52,,22.0,
180,9.8,6.0,Work Finish,Job 6-46,Machine 1,,
181,9.8,6.0,Completed,Job 6-46,,,0
182,9.8,,Request Routing for Job,,Machine 1,22.0,
183,9.8,,Routing Start,,Machine 1,,3.675 Job 선택
184,9.8,6.0,Routing Finish,Job 6-60,Machine 1,,
185,9.8,6.0,Work Start,Job 6-60,Machine 1,,
186,9.91,6.0,Created,Job 6-62,,,
187,9.91,6.0,Put in Routing Class,Job 6-62,,22.0,
188,10.0,8.0,Created,Job 8-26,,,
189,10.0,8.0,Put in Routing Class,Job 8-26,,23.0,
190,10.0,0.0,Work Finish,Job 0-15,Machine 2,,
191,10.0,0.0,Completed,Job 0-15,,,0
192,10.0,,Request Routing for Job,,Machine 2,23.0,
193,10.0,,Routing Start,,Machine 2,,3.675 Job 선택
194,10.0,9.0,Routing Finish,Job 9-59,Machine 2,,
195,10.0,9.0,Work Start,Job 9-59,Machine 2,,
196,10.05,5.0,Created,Job 5-80,,,
197,10.05,5.0,Put in Routing Class,Job 5-80,,23.0,
198,10.13,6.0,Work Finish,Job 6-55,Machine 6,,
199,10.13,6.0,Completed,Job 6-55,,,0
200,10.13,,Request Routing for Job,,Machine 6,23.0,
201,10.13,,Routing Start,,Machine 6,,3.675 Job 선택
202,10.13,6.0,Routing Finish,Job 6-62,Machine 6,,
203,10.13,6.0,Work Start,Job 6-62,Machine 6,,
204,10.22,7.0,Work Finish,Job 7-18,Machine 0,,
205,10.22,7.0,Completed,Job 7-18,,,0
206,10.22,,Request Routing for Job,,Machine 0,22.0,
207,10.22,,Routing Start,,Machine 0,,3.675 Job 선택
208,10.22,7.0,Routing Finish,Job 7-33,Machine 0,,
209,10.22,7.0,Work Start,Job 7-33,Machine 0,,
