e,r,t
47932,-763.5727967315995,1.4139702320098877
47933,-636.5763837159454,1.4941985607147217
47934,-659.8183911169363,1.3516755104064941
47935,-1282.15857695208,1.4651036262512207
47936,-728.6686309621981,1.3714947700500488
47937,-251.03167129747575,1.2688801288604736
47938,-1045.2250965334629,1.402400255203247
47939,-1028.281067807233,1.4497950077056885
47940,-318.10754181212894,1.252182960510254
47941,-1094.0131562429715,1.5198919773101807
47942,-689.1594732449522,1.4334323406219482
47943,-371.5026074697355,1.329641580581665
47944,-782.9279123893041,1.463672399520874
47945,-1616.7157567679599,1.4365715980529785
47946,-853.9356987466759,1.352926254272461
47947,-709.8985774484213,1.3806331157684326
47948,-428.5331217196239,1.3978066444396973
47949,-531.3484177087009,1.3487396240234375
47950,-478.73450480456387,1.3647327423095703
47951,-1094.7734296533447,1.4349000453948975
47952,-129.8234410409028,1.4427731037139893
47953,-484.72336064015064,1.388162612915039
47954,-1094.7617660112335,1.4295620918273926
47955,-689.3749045926805,1.350978136062622
47956,-774.528127401933,1.5350985527038574
47957,-855.2994080932032,1.4564859867095947
47958,-1037.9504165533995,1.620152235031128
47959,-817.6795625729219,1.3764116764068604
47960,-376.6678944947801,1.2233881950378418
47961,-628.9222517267219,1.356309175491333
47962,-732.7008571776898,1.2804267406463623
47963,-387.09159419078435,1.367232322692871
47964,-343.5633171056527,1.4429190158843994
47965,-757.6261221051792,1.4665794372558594
47966,-367.20281232941113,1.3522710800170898
47967,-1544.204340230355,1.4851188659667969
47968,-323.23228530672753,1.3546719551086426
47969,-1489.7904486102946,1.4487881660461426
47970,-379.10474086918356,1.3081026077270508
47971,-1082.139291514424,1.4304053783416748
47972,-575.6032501678069,1.4090158939361572
47973,-960.4148861849081,1.418896198272705
47974,-424.22618746698754,1.376403570175171
47975,-737.6215679535931,1.4533088207244873
47976,-687.4050628874752,1.4900188446044922
47977,-719.1746635234903,1.3718540668487549
47978,-1109.0541879497885,1.4684398174285889
47979,-1103.6740050711323,1.505469799041748
47980,-162.15593574877735,1.355762243270874
47981,-524.6378022898992,1.4526433944702148
47982,-577.8778734435862,1.4862236976623535
47983,-630.9616368798729,1.4891955852508545
47984,-361.32012221458695,1.4044694900512695
47985,-586.528398803755,1.5002319812774658
47986,-403.9377906586387,1.2377407550811768
47987,-430.3572493035141,1.3057165145874023
47988,-397.68061206412915,1.3197264671325684
47989,-952.4962838676656,1.4908561706542969
47990,-307.25222107935815,1.373338222503662
47991,-622.1404166391957,1.4042909145355225
47992,-671.381959286165,1.50382661819458
47993,-310.4222547305683,1.4339215755462646
47994,-512.2691827981986,1.475830316543579
47995,-1043.3749068094842,1.4201836585998535
47996,-1160.0627127384955,1.4895029067993164
47997,-1080.530116496159,1.4734227657318115
47998,-820.8361297064257,1.4054365158081055
47999,-670.2752909077865,1.4837408065795898
48000,-427.5828841310167,1.5147414207458496
48001,-743.7523692254581,1.4106032848358154
48002,-695.6756698667609,1.364029884338379
48003,-316.073228619916,1.3347196578979492
48004,-1068.7971530691905,1.5215058326721191
48005,-522.4567616869812,1.375817060470581
48006,-458.68094390288303,1.403733491897583
48007,-812.3061106325043,1.3555352687835693
48008,-928.5564948956758,1.2722277641296387
48009,-770.1967683965083,1.45320463180542
48010,-410.48118413014845,1.322521686553955
48011,-1687.826370315237,1.5405933856964111
48012,-496.2465974580706,1.3784003257751465
48013,-910.5068356118301,1.5250270366668701
48014,-649.3627510663438,1.4294509887695312
48015,-408.761772904308,1.3599669933319092
48016,-1568.475751810615,1.4482152462005615
48017,-439.5811571529823,1.4278631210327148
48018,-380.0959001111729,1.445786714553833
48019,-1485.384259387449,1.402756929397583
48020,-1593.2904137096982,1.5372719764709473
48021,-1135.5701886250386,1.5189626216888428
48022,-790.9101904420231,1.4554612636566162
48023,-1342.2653218135351,1.3425047397613525
48024,-588.7201717969447,1.462967872619629
48025,-445.8126809690174,1.4508001804351807
48026,-637.2846217698145,1.3607771396636963
48027,-213.88265815771268,1.3641788959503174
48028,-313.50692842840783,1.4179091453552246
48029,-362.7711632869874,1.456286907196045
48030,-994.6737121372989,1.5495069026947021
48031,-1013.641673378937,1.4222843647003174
48032,-508.36957135693643,1.4223518371582031
48033,-1115.183719910673,1.4885990619659424
48034,-1007.0767213097542,1.469691514968872
48035,-452.2788560793012,1.4356234073638916
48036,-1578.684650228864,1.5644481182098389
48037,-337.6944868446629,1.427128553390503
48038,-377.15124635121475,1.31520414352417
48039,-388.3118932043536,1.2527096271514893
48040,-658.6979730466718,1.334629774093628
48041,-489.2132956410161,1.5507376194000244
48042,-735.9873463525148,1.4902448654174805
48043,-1035.8695782648526,1.5184252262115479
48044,-1140.0220734565853,1.5463335514068604
48045,-995.0072827549492,1.4517922401428223
48046,-349.6766021243551,1.4514727592468262
48047,-666.1688516548302,1.5248632431030273
48048,-758.0148939280444,1.4797775745391846
48049,-618.5909996758164,1.4246776103973389
48050,-415.4198756761814,1.3769474029541016
48051,-447.16586037726165,1.4008409976959229
48052,-769.8170206668475,1.4472241401672363
48053,-884.9223167972209,1.5381286144256592
48054,-886.9844533588135,1.5651559829711914
48055,-704.0948747903366,1.3904519081115723
48056,-812.7484834177139,1.3814032077789307
48057,-430.00849864264876,1.5093519687652588
48058,-781.1180804627064,1.4126787185668945
48059,-1562.353265774195,1.3918144702911377
48060,-510.8248279028607,1.361070156097412
48061,-868.0837130445437,1.4792149066925049
48062,-889.7846566197902,1.50360107421875
48063,-286.62798835110965,1.3576595783233643
48064,-487.2095432989519,1.3078832626342773
48065,-838.5050909718732,1.3925256729125977
48066,-343.09780230435985,1.4846394062042236
48067,-1100.3786573753946,1.5103392601013184
48068,-625.3686763375428,1.415109634399414
48069,-593.9109761002501,1.412421703338623
48070,-1648.3509118064821,1.467052698135376
48071,-549.5299237205344,1.3477137088775635
48072,-580.4622683817058,1.3787014484405518
48073,-1469.1292236634752,1.4947452545166016
48074,-343.5211369700061,1.2347500324249268
48075,-250.34512330148675,1.5579283237457275
48076,-974.6394253262692,1.3436853885650635
48077,-725.3588999468218,1.587244987487793
48078,-568.7773838813023,1.3888335227966309
48079,-597.8917331883621,1.3570709228515625
48080,-652.1166615482528,1.469339370727539
48081,-135.63390914676359,1.2436983585357666
48082,-315.517917017328,1.265017032623291
48083,-647.5624587222921,1.4318866729736328
48084,-1086.7761825177154,1.5880353450775146
48085,-533.0069183341803,1.3341119289398193
48086,-565.7182200639447,1.4555130004882812
48087,-741.4479242553757,1.4346461296081543
48088,-812.4175654153627,1.405076026916504
48089,-937.0377773443672,1.5825555324554443
48090,-383.2285844032759,1.332554817199707
48091,-767.159663192069,1.3768587112426758
48092,-738.4585719797368,1.5774459838867188
48093,-704.8097774677852,1.3846182823181152
48094,-1219.9562995126314,1.391228437423706
48095,-1031.3643209628947,1.383500099182129
48096,-386.12914577179475,1.340207815170288
48097,-745.1605772838827,1.4727637767791748
48098,-470.566426384575,1.4088466167449951
48099,-1220.455748525436,1.4562859535217285
48100,-653.514685199677,1.561251163482666
48101,-445.42196407391276,1.4218695163726807
48102,-666.7877000380124,1.4745738506317139
48103,-146.50032229390962,1.3779947757720947
48104,-495.969274674369,1.3919072151184082
48105,-753.5614513760527,1.3612759113311768
48106,-356.3521337854464,1.317448377609253
48107,-434.8535131972251,1.322648048400879
48108,-605.7115055952393,1.4243087768554688
48109,-1116.7528254379695,1.44989013671875
48110,-670.6707048817518,1.3708810806274414
48111,-603.705700165464,1.3603510856628418
48112,-1117.4510826781425,1.5445106029510498
48113,-827.1085435481035,1.308225393295288
48114,-822.1584920045804,1.4891839027404785
48115,-741.3919617059964,1.436615228652954
48116,-765.3266706595724,1.3789997100830078
48117,-393.73158821735444,1.3212239742279053
48118,-1345.0244835925882,1.4931435585021973
48119,-562.2995152491698,1.4273545742034912
48120,-662.0825185760056,1.4491550922393799
48121,-455.48040072361266,1.3981852531433105
48122,-512.1240818066499,1.4182207584381104
48123,-475.9817193181097,1.4914703369140625
48124,-628.649608906301,1.3846735954284668
48125,-365.9101349211996,1.4411571025848389
48126,-1315.3046825469012,1.3795135021209717
48127,-342.2607755498764,1.283888816833496
48128,-785.4086437288533,1.5277152061462402
48129,-661.6266164752657,1.5379974842071533
48130,-328.3547030638647,1.3711845874786377
48131,-852.5049654024368,1.6104705333709717
48132,-929.1766134623583,1.4641220569610596
48133,-475.49202673223715,1.4139742851257324
48134,-462.9923403893478,1.247534990310669
48135,-905.385410745955,1.4463098049163818
48136,-993.302095870967,1.4711594581604004
48137,-449.63928427446257,1.460045576095581
48138,-221.01408261960935,1.3435335159301758
48139,-622.9257804574291,1.4206740856170654
48140,-1354.111972309323,1.4449100494384766
48141,-489.178260642166,1.3674769401550293
48142,-399.4470567804787,1.4603009223937988
48143,-1783.9980288941133,1.5608892440795898
48144,-989.9122976504434,1.41575288772583
48145,-1063.7519718429721,1.470036268234253
48146,-442.69202758184554,1.3908815383911133
48147,-1309.254360174668,1.5850887298583984
48148,-245.33516853397055,1.4044151306152344
48149,-812.6011945712779,1.4153425693511963
48150,-585.5163220461628,1.4451720714569092
48151,-1907.423579569661,1.4418418407440186
48152,-593.9420630726685,1.4696295261383057
48153,-744.2717701644884,1.4388444423675537
48154,-727.9070003373957,1.4483509063720703
48155,-903.4070654991547,1.481215476989746
48156,-1085.747149312922,1.366398811340332
48157,-678.1053213780051,1.384565830230713
48158,-696.5917246353349,1.5449559688568115
48159,-729.5056579724819,1.3924717903137207
48160,-601.7980905258507,1.4290640354156494
48161,-390.3451585985558,1.388676643371582
48162,-284.54798840148067,1.2502765655517578
48163,-218.4033245454264,1.4299678802490234
48164,-869.1930802527062,1.447810411453247
48165,-847.2027843586183,1.4955294132232666
48166,-737.4049912756295,1.466878890991211
48167,-677.5757110757183,1.3694727420806885
48168,-829.4592114875369,1.4073832035064697
48169,-829.088072413443,1.3449790477752686
48170,-898.4453181037977,1.3891162872314453
48171,-1375.1877693943,1.5055811405181885
48172,-411.506239600235,1.506739616394043
48173,-967.3739935072302,1.4398906230926514
48174,-887.2529785291721,1.3911981582641602
48175,-653.7899995231704,1.4572186470031738
48176,-601.5325708053404,1.3040406703948975
48177,-1148.6647286379837,1.4663417339324951
48178,-879.1846510729329,1.4137554168701172
48179,-605.5696121894456,1.5290424823760986
48180,-244.7103761643708,1.3726558685302734
48181,-459.7236882426796,1.3286871910095215
48182,-387.8474879802897,1.4466354846954346
48183,-507.16375391960804,1.394148588180542
48184,-1233.6584424120838,1.4832181930541992
48185,-538.4519654424516,1.3231072425842285
48186,-1765.1840484099098,1.4153587818145752
48187,-803.4358413415641,1.4180355072021484
48188,-1480.7800353704504,1.600733757019043
48189,-397.5637222145443,1.4044811725616455
48190,-732.5775941089083,1.4255516529083252
48191,-1072.2066021265712,1.424959421157837
48192,-760.8829659866128,1.5313103199005127
48193,-1025.9441066253164,1.4438095092773438
48194,-308.58059628206604,1.3742177486419678
48195,-1052.0420607209276,1.4011790752410889
48196,-260.40276951135894,1.3885383605957031
48197,-706.2651842793678,1.3797228336334229
48198,-1116.974025035341,1.4732046127319336
48199,-637.1507940160307,1.5362918376922607
48200,-312.66259356158315,1.4076461791992188
48201,-389.05061664772,1.3262839317321777
48202,-655.0967932157091,1.4015076160430908
48203,-510.24490735747935,1.3948488235473633
48204,-753.0947354105791,1.4151129722595215
48205,-434.2907517451772,1.29799222946167
48206,-523.3773536738653,1.4916505813598633
48207,-883.8498523110618,1.4370265007019043
48208,-1509.8987067901485,1.462540626525879
48209,-304.0699993729959,1.4798688888549805
48210,-534.5983430841588,1.3303465843200684
48211,-692.4699157816362,1.440323829650879
48212,-732.2398022064998,1.4402883052825928
48213,-293.81105337409866,1.3127920627593994
48214,-342.5589338949498,1.285813331604004
48215,-581.9261459185666,1.3517262935638428
48216,-414.38291963957465,1.4074838161468506
48217,-949.7240703953038,1.4108116626739502
48218,-211.82022516808266,1.2993183135986328
48219,-563.8488806142241,1.437171220779419
48220,-567.6110867940672,1.5416853427886963
48221,-408.595688715076,1.400561809539795
48222,-560.7008284181356,1.5278210639953613
48223,-555.868374782143,1.303011178970337
48224,-1117.923455849732,1.5705714225769043
48225,-1430.9612929519856,1.425351619720459
48226,-772.3570820741006,1.6108763217926025
48227,-461.6314270565583,1.3448224067687988
48228,-274.8329907207629,1.385528564453125
48229,-419.5283454694966,1.3797318935394287
48230,-462.1010061607464,1.4214067459106445
48231,-1205.8962437354544,1.5747525691986084
48232,-582.8477694495776,1.4327325820922852
48233,-502.39004824961023,1.3237640857696533
48234,-867.8370555204049,1.4153153896331787
48235,-613.485875556725,1.543363094329834
48236,-410.4602868597687,1.297299861907959
48237,-655.5070821697874,1.3611738681793213
48238,-383.84870018082995,1.3933866024017334
48239,-1448.144186564886,1.4867300987243652
48240,-517.5944178899744,1.4232456684112549
48241,-441.9771237522837,1.394364833831787
48242,-711.9396318904029,1.4296834468841553
48243,-935.8827371573187,1.555083990097046
48244,-279.0321916487343,1.395575761795044
48245,-306.500150258699,1.3290841579437256
48246,-1036.4454834997755,1.610694408416748
48247,-342.62076946610296,1.3416666984558105
48248,-1061.524173141428,1.345752477645874
48249,-465.9860099153559,1.3534932136535645
48250,-466.5842240433125,1.427800178527832
48251,-901.8792944233583,1.5122194290161133
48252,-963.5308485950412,1.4510879516601562
48253,-1181.0489312148634,1.4686107635498047
48254,-334.7942447186039,1.3414936065673828
48255,-1126.686303135705,1.5348842144012451
48256,-831.9674927126784,1.4137439727783203
48257,-557.3923634536151,1.4279897212982178
48258,-814.3226174399134,1.5208981037139893
48259,-942.5503643972933,1.4550838470458984
48260,-558.184491587033,1.5295543670654297
48261,-438.2153804698015,1.452143669128418
48262,-986.1783242246591,1.3909871578216553
48263,-838.7765824406847,1.417903184890747
48264,-407.87308753104446,1.4216063022613525
48265,-1028.7164406263835,1.448875904083252
48266,-687.2366247995667,1.493790626525879
48267,-776.5264312008043,1.3932230472564697
48268,-391.4814175208637,1.4692909717559814
48269,-304.18074546942483,1.4492642879486084
48270,-607.6169394660462,1.2931392192840576
48271,-1675.6611225622883,1.529768943786621
48272,-1179.3940151043982,1.531287431716919
48273,-649.8891627272459,1.387699842453003
48274,-1434.052518985871,1.3982338905334473
48275,-1868.8753267457214,1.5036885738372803
48276,-729.1282876036145,1.5483980178833008
48277,-707.035762819064,1.6096022129058838
48278,-491.8586406722327,1.3566737174987793
48279,-858.3588807533165,1.4119508266448975
48280,-713.4411484847783,1.5053050518035889
48281,-365.8155133008532,1.3792684078216553
48282,-459.05514146111057,1.4941141605377197
48283,-842.7803375284317,1.4064953327178955
48284,-435.3286128558453,1.3104565143585205
48285,-1332.728150987883,1.494938850402832
48286,-551.2120425194432,1.451019048690796
48287,-453.8824076531491,1.3905057907104492
48288,-456.8536763983077,1.415806531906128
48289,-557.9484641718428,1.420741081237793
48290,-1060.83217600226,1.4826076030731201
48291,-675.2693523540229,1.3961427211761475
48292,-863.1170397413345,1.4262330532073975
48293,-700.46308152573,1.4386804103851318
48294,-519.5334951499412,1.4135959148406982
48295,-1502.974590221318,1.5751166343688965
48296,-1125.4148091204713,1.4830288887023926
48297,-592.0532585690439,1.4905462265014648
48298,-786.6690289762876,1.483764886856079
48299,-1341.8234214336844,1.4394557476043701
48300,-192.54883761645897,1.3548269271850586
48301,-1497.817224119714,1.5141594409942627
48302,-428.2269066952818,1.5182690620422363
48303,-649.320523455962,1.404362440109253
48304,-754.4274010148987,1.420762300491333
48305,-920.7896486649628,1.5199847221374512
48306,-570.7027746301343,1.4650771617889404
48307,-759.8094038648451,1.5295870304107666
48308,-1398.3425198654245,1.529649257659912
48309,-496.7375484210868,1.412186622619629
48310,-990.2945706750529,1.456939458847046
48311,-591.1409815370456,1.3329710960388184
48312,-401.4594181833017,1.4594779014587402
48313,-754.023870266365,1.3776981830596924
48314,-234.70323583348625,1.2071425914764404
48315,-583.4078568919126,1.3446893692016602
48316,-695.936067418472,1.4299359321594238
48317,-397.68675490749683,1.3336834907531738
48318,-1429.0244911283762,1.5740163326263428
48319,-354.6131985570813,1.3112425804138184
48320,-233.88144824746098,1.3920445442199707
48321,-914.4285847583743,1.4264953136444092
48322,-506.768026478835,1.358997106552124
48323,-508.53992017873435,1.5541439056396484
48324,-668.3634454663214,1.4444952011108398
48325,-647.5282393388871,1.2779648303985596
48326,-763.9400593210763,1.3549463748931885
48327,-761.2198347174368,1.432239055633545
48328,-645.2596072002806,1.392869234085083
48329,-1742.6042342545043,1.5250110626220703
48330,-1407.7842302824358,1.4958043098449707
48331,-872.2086560192391,1.4078094959259033
48332,-316.42324811250387,1.3846592903137207
48333,-789.2648449610098,1.4084782600402832
48334,-1795.9231327228968,1.433927059173584
48335,-395.18966667063063,1.4707956314086914
48336,-354.0448784521954,1.4911842346191406
48337,-1341.7157764539481,1.526672601699829
48338,-423.2215377813999,1.4777886867523193
48339,-529.1155696538328,1.3657588958740234
48340,-406.00857836291743,1.3696973323822021
48341,-1144.9754672705174,1.548522710800171
48342,-516.2195342714543,1.442430019378662
48343,-265.9130301092261,1.5253009796142578
48344,-1409.095717677298,1.4186668395996094
48345,-904.1740801037207,1.326392650604248
48346,-725.6983798696324,1.3876190185546875
48347,-315.6251561749567,1.6078486442565918
48348,-839.4989414653153,1.5070281028747559
48349,-577.9714574287805,1.4169032573699951
48350,-837.6530861514667,1.3753931522369385
48351,-720.207656084125,1.545853614807129
48352,-1134.4929543814737,1.4704577922821045
48353,-907.7685541377665,1.5112833976745605
48354,-267.4414348012575,1.3807752132415771
48355,-823.7953358634998,1.3472270965576172
48356,-342.0386576967228,1.4615838527679443
48357,-278.47220970632486,1.412580966949463
48358,-359.276596582665,1.2608797550201416
48359,-764.6585567981496,1.372429370880127
48360,-743.2723407111971,1.5263421535491943
48361,-381.4351741555709,1.5064363479614258
48362,-207.0664498259555,1.3993611335754395
48363,-239.2256845429017,1.4443104267120361
48364,-1584.7370822018029,1.5124561786651611
48365,-421.6319631229622,1.518542766571045
48366,-1519.1307252288436,1.5376193523406982
48367,-869.8680470711718,1.463512897491455
48368,-715.386854204193,1.3616042137145996
48369,-905.9348472403295,1.4143800735473633
48370,-1424.0821620302931,1.644331693649292
48371,-505.41558981759147,1.4510581493377686
48372,-944.6962718663599,1.5857033729553223
48373,-734.0907866626115,1.494333267211914
48374,-686.7021904822662,1.4064092636108398
48375,-692.7532009585509,1.390733242034912
48376,-728.2002434455014,1.4062700271606445
48377,-1461.1289497437335,1.4208941459655762
48378,-597.9160859574482,1.3441298007965088
48379,-1243.524529449253,1.4892830848693848
48380,-743.3791851780561,1.480931043624878
48381,-615.07533735608,1.3421540260314941
48382,-992.994906293424,1.3813138008117676
48383,-981.9503711596655,1.4672696590423584
48384,-993.4566988595225,1.394268274307251
48385,-373.8142540593239,1.6423165798187256
48386,-383.28439349640826,1.4117069244384766
48387,-507.84273317502317,1.3202130794525146
48388,-902.979325930527,1.385326862335205
48389,-479.8092409379294,1.3944525718688965
48390,-568.7482589459927,1.4146735668182373
48391,-667.4500123024278,1.4336345195770264
48392,-373.975425624855,1.4743456840515137
48393,-533.1633058164997,1.3909187316894531
48394,-474.1441681070882,1.3808479309082031
48395,-417.26968060136164,1.4599285125732422
48396,-245.2063091848233,1.3729333877563477
48397,-1052.1072528544767,1.440187931060791
48398,-1601.6989672191173,1.4281349182128906
48399,-1005.1619562712041,1.462770700454712
48400,-397.44753099035927,1.4424195289611816
48401,-1067.0806418803872,1.4938523769378662
48402,-771.5527073672721,1.539428949356079
48403,-939.0135892086867,1.4039390087127686
48404,-1393.126105019031,1.4891235828399658
48405,-428.44724074419344,1.3795270919799805
48406,-848.9159638122169,1.372462511062622
48407,-438.00923370618773,1.428579568862915
48408,-894.5497019940976,1.5424489974975586
48409,-824.3057747045755,1.4334118366241455
48410,-583.8341252199888,1.431903600692749
48411,-694.4044191866567,1.5429675579071045
48412,-869.6914981170812,1.4059791564941406
48413,-782.0048653339867,1.5950732231140137
48414,-1581.740223765282,1.5378172397613525
48415,-677.0411070363269,1.53444242477417
48416,-620.5784143243216,1.4418816566467285
48417,-513.2541021601452,1.4966864585876465
48418,-734.3885915592618,1.4302020072937012
48419,-453.6966361498023,1.325881004333496
48420,-228.72106707943274,1.381723165512085
48421,-838.92579034686,1.4868855476379395
48422,-683.0245655356339,1.49222731590271
48423,-1009.2088487530227,1.3974218368530273
48424,-571.6437083382156,1.3509252071380615
48425,-898.2387789935306,1.4348063468933105
48426,-1054.829278221406,1.5037035942077637
48427,-572.4838591821817,1.3855602741241455
48428,-1264.4566652489364,1.5422000885009766
48429,-683.1590919683493,1.5649526119232178
48430,-534.5944905687962,1.5484964847564697
48431,-424.02489253143426,1.493051290512085
48432,-936.0572766181974,1.502126932144165
48433,-614.2155610858322,1.440854787826538
48434,-360.4774731161595,1.3281290531158447
48435,-305.88661472759196,1.3284835815429688
48436,-342.37035800554213,1.484867811203003
48437,-568.7174526100601,1.4481258392333984
48438,-712.41216933257,1.4006643295288086
48439,-729.1313078417675,1.4285013675689697
48440,-1199.8967202906929,1.4206018447875977
48441,-296.0618020849198,1.2895159721374512
48442,-838.0095160059116,1.457427978515625
48443,-171.8880198668798,1.2933313846588135
48444,-527.2080627308893,1.3208813667297363
48445,-1055.218506237428,1.533043622970581
48446,-679.0363446983554,1.3813071250915527
48447,-1076.6163895843547,1.5285167694091797
48448,-1665.2364188415986,1.6473650932312012
48449,-440.0488810854065,1.3698017597198486
48450,-591.0773471321545,1.5107002258300781
48451,-518.2747181165846,1.3717014789581299
48452,-901.0261288324198,1.5122652053833008
48453,-551.0461722469684,1.4078519344329834
48454,-1009.0684973843629,1.3449749946594238
48455,-480.2407636865423,1.4270710945129395
48456,-1935.879713122094,1.4167485237121582
48457,-736.7009209104721,1.5197935104370117
48458,-458.4287424813345,1.4334325790405273
48459,-1087.498930205682,1.4511752128601074
48460,-1338.7662032579294,1.6662917137145996
48461,-269.6074953876429,1.4262475967407227
48462,-521.0432503957364,1.3522815704345703
48463,-799.7009106461718,1.384838581085205
48464,-1111.8981220731498,1.4439566135406494
48465,-1192.9412737367638,1.5265624523162842
48466,-522.1429431481754,1.4064626693725586
48467,-479.5278393473932,1.3838310241699219
48468,-388.90049491849214,1.43998384475708
48469,-1281.025142991465,1.5025124549865723
48470,-641.7356010110506,1.4297220706939697
48471,-312.0266122788127,1.506427526473999
48472,-669.8235709570052,1.243410587310791
48473,-848.5195140814037,1.403627872467041
48474,-355.6536716017562,1.3484630584716797
48475,-1841.299779713936,1.523829698562622
48476,-440.70096460363493,1.249032974243164
48477,-1313.0336961927528,1.5362820625305176
48478,-1369.6533910158662,1.5521533489227295
48479,-593.3291054864352,1.3861498832702637
48480,-759.6333419705422,1.582397222518921
48481,-893.0945799515571,1.5032033920288086
48482,-413.0557401445994,1.2749569416046143
48483,-475.23349552797697,1.3629615306854248
48484,-603.6529024197171,1.5054855346679688
48485,-700.3527728836223,1.4066214561462402
48486,-690.8640720979114,1.3905603885650635
48487,-159.01889984436008,1.2198102474212646
48488,-331.3261978984755,1.2242279052734375
48489,-628.8347104700008,1.5034031867980957
48490,-728.0192743362165,1.3197166919708252
48491,-947.0454956417778,1.4858412742614746
48492,-644.1636236940072,1.347316026687622
48493,-1072.8118693747442,1.5144555568695068
48494,-892.2209527135903,1.6188812255859375
48495,-1635.5741513976525,1.5124857425689697
48496,-348.5377892286979,1.40462064743042
48497,-465.1002625031994,1.3625426292419434
48498,-323.64415321224993,1.3354437351226807
48499,-626.3445289297385,1.5376060009002686
48500,-1446.264853572164,1.5493481159210205
48501,-988.4842431726833,1.5224435329437256
48502,-312.86805524552165,1.286252498626709
48503,-497.0538586779425,1.4447002410888672
48504,-693.1203716525939,1.4283668994903564
48505,-713.4080481215376,1.4477133750915527
48506,-814.4262421740395,1.4698832035064697
48507,-731.8894158952727,1.5689365863800049
48508,-648.9945326234904,1.4531033039093018
48509,-970.1523822114077,1.5304360389709473
48510,-517.8091680088925,1.46248459815979
48511,-1286.0793379114791,1.513303279876709
48512,-1049.033124511859,1.6481397151947021
48513,-621.8235446506224,1.466670274734497
48514,-686.0457777978801,1.4172418117523193
48515,-442.7690845454045,1.3068532943725586
48516,-473.2974755553291,1.3555169105529785
48517,-513.6713964212835,1.4681637287139893
48518,-979.1727419480299,1.3648052215576172
48519,-175.58600985791347,1.2319562435150146
48520,-587.9955838336784,1.396869421005249
48521,-423.62305138039756,1.4015333652496338
48522,-432.3122877065174,1.4136035442352295
48523,-717.8643859889193,1.3484909534454346
48524,-801.4262461661183,1.4975900650024414
48525,-767.8275437641786,1.4679412841796875
48526,-722.6040311082252,1.383319616317749
48527,-440.15363722783115,1.4241955280303955
48528,-219.8318123042231,1.2434611320495605
48529,-499.47657200273557,1.3919920921325684
48530,-828.8719518829904,1.3620941638946533
48531,-1022.0281889673889,1.6112539768218994
48532,-674.2172909921858,1.374617338180542
48533,-378.93486108980346,1.4032940864562988
48534,-964.1550505977866,1.3658335208892822
48535,-1223.7263647187165,1.4424896240234375
48536,-432.4108361408382,1.3964259624481201
48537,-1044.3720059626776,1.3851394653320312
48538,-911.5802735815424,1.4006404876708984
48539,-508.72299779470325,1.4409749507904053
48540,-1732.6167835171157,1.5256352424621582
48541,-1238.7667095369593,1.5055487155914307
48542,-623.5548708514831,1.3511855602264404
48543,-304.76418645104036,1.35487961769104
48544,-637.3555449446271,1.345604419708252
48545,-290.2607473923906,1.3825578689575195
48546,-652.238015597295,1.3596906661987305
48547,-1289.6742060720226,1.4001591205596924
48548,-440.09896129082085,1.397486925125122
48549,-909.7898770725593,1.356184959411621
48550,-1349.355835010891,1.5120627880096436
48551,-1375.0496600112224,1.5215697288513184
48552,-479.44241425076035,1.307819128036499
48553,-455.3346482097081,1.3870408535003662
48554,-1211.2008449492096,1.4186065196990967
48555,-707.3637725932537,1.4588353633880615
48556,-295.6823681405351,1.4307587146759033
48557,-370.57001263828965,1.350398063659668
48558,-738.8093055744621,1.3657524585723877
48559,-545.3745262532883,1.4363086223602295
48560,-627.9543620036353,1.5274500846862793
48561,-901.6277014050611,1.5594263076782227
48562,-373.7370689109958,1.4122605323791504
48563,-1004.7536283601692,1.536681890487671
48564,-562.8154138465533,1.6098132133483887
48565,-540.1495406339282,1.3983891010284424
48566,-712.0316974679652,1.4153831005096436
48567,-507.7047123625096,1.5338218212127686
48568,-431.05046872655026,1.4844744205474854
48569,-590.279424330454,1.3336009979248047
48570,-266.15871744257714,1.3125338554382324
48571,-439.0315647999648,1.5558288097381592
48572,-605.6382724286707,1.4371771812438965
48573,-643.6559114376819,1.523561716079712
48574,-551.3776157502294,1.3835151195526123
48575,-354.97484659581073,1.3369786739349365
48576,-259.43730536490773,1.2392454147338867
48577,-409.62258847411056,1.3996913433074951
48578,-693.7674905481077,1.4555273056030273
48579,-987.0260100135027,1.4557223320007324
48580,-287.6337596361203,1.339545726776123
48581,-456.98217779336807,1.4186606407165527
48582,-1156.9153530275419,1.5053420066833496
48583,-405.19915403126396,1.3360731601715088
48584,-1133.2529984682078,1.31130051612854
48585,-689.2075548395518,1.4345557689666748
48586,-752.1659824044659,1.3519232273101807
48587,-869.9192035084777,1.4800918102264404
48588,-1139.3991817869567,1.5126564502716064
48589,-1492.1545487341614,1.4433085918426514
48590,-1014.9256064262489,1.5322468280792236
48591,-1518.218513820075,1.4260766506195068
48592,-572.9206080250318,1.4550731182098389
48593,-1122.4891116449644,1.4602632522583008
48594,-1019.3446047786585,1.5397982597351074
48595,-709.469764313335,1.5017411708831787
48596,-494.7979123109033,1.332756519317627
48597,-475.57043797239675,1.376704454421997
48598,-238.1560625341791,1.2362842559814453
48599,-1076.8155113085954,1.4767217636108398
48600,-711.2598209235463,1.4628190994262695
48601,-1236.1939547467418,1.5964877605438232
48602,-940.8238350699141,1.4235198497772217
